GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
0128111,EFFERALGAN 1G COMP EFF B/8         ,783,152,"1,460",
2277763,EFFERALGAN 250MG SACHET BTE 12     ,5,2,"1,350",
3257001,EFFERALGAN 500MG COMP EFF B/16     ,269,65,"1,570",
3036121,EFFERALGAN 500MG COMP SECS B/16    ,26,3,"1,390",
2277987,EFFERALGAN 80MG BB SUP B/10        ,4,2,"1,170",
2277266,EFFERALGAN CODEINE COMP EFF/16     ,21,2,"2,380",
8114134,EFFERALGAN CODEINE CP B/16,6,3,"2,190",
1686021,EFFERALGAN PEDIA SOL PIPET 90ML,536,28,"1,585",
3648546,EFFERALGAN TAB 1G CP B/8,56,14,"1,390",
3637324,EFFERALGAN VIT C COMP EFF B/16  ,209,31,"1,500",
8035908,KINAL CODEINE GEL B/18             ,46,3,"1,860",
8178306,KLIPAL CODEINE 25/300MG CP B/16,16,3,"1,560",
8178677,KLIPAL CODEINE 600/50MG CPR B/12      ,14,3,"2,110",
3515495,LAMALINE GEL B/16                  ,2,2,"2,340",
2276060,LIC PARAC 500MG CPR B/16           ,9,0,385,
8147091,NESTEFFER 1000MG CP EFF B/8,4,2,"1,240",
8147085,NESTEFFER 500MG CP EFF B/16,6,2,"1,240",
1549921,NESTEFFER EXTRA 500MG/65MG CPR B/20,7,2,"1,490",
3417350,PANADOL 2% SUSP BUV ENF/NOUR FL/90 ,507,45,"1,320",
3361514,PANADOL 500MG CPR EFFERV BT 12     ,5,2,"1,250",
2295413,PANADOL ACTIFAST 500MG CP B/20     ,1,2,"1,860",
9001449,PANADOL ADVANCED 500MG CP PELI/SEC B/16     ,267,17,"1,190",
2295436,PANADOL EXTRA 500MG CP B/20        ,49,3,"1,280",
2297524,PANALGIC CPR EFFV B/16             ,2,1,"1,300",
8342303,PANOL 250MG SP F/60ML              ,"2,137",681,735,
2299635,PARA DENK CP 500MG BL2X10          ,2,1,755,
8398864,PARACAF CPR B/20                   ,63,4,900,
2284059,PARACO DENK 1000/600MG SUPPO B/10  ,3,1,"4,960",
2284065,PARACO DENK 500/30 CP B/20,2,1,"2,070",
1745731,PARAKEM SIROP FL/100ML,4,0,"1,580",
1327191,PARAMED 0.3% SIROP F/100ML,"1,647",42,830,
1327181,PARAMED 1G SACHET B/10,6,3,"1,000",
1280261,PARAMED 500MG CP B/20,"1,079",45,300,
2274569,PAROL 250MG SUSP BUV FL/100ML      ,131,4,"1,720",
2274517,PAROL 500MG CP B/30                ,24,3,"1,210",
1511991,PCM 120MG FL 100/ML,4,4,900,
4094386,PELADOL FIZZI 1000MG CPR EFF B/16,2,0,"2,310",
9001308,RALDOL CP B/10                     ,58,2,"1,130",
8149888,RELAXON 250MG/300MG GEL B/30,6,2,"3,360",
8163747,ROIPAR 1000MG CP EFF B/16,14,3,"2,230",
8175489,ROIPAR 500MG CP EFF B/16,4,0,"1,200",
8163753,ROIPAR PLUS CP EFF B/16,2,2,"2,200",
2009838,SARIDON COMP B/10                  ,57,2,"1,250",
3488516,SEDASPIR COMP B/20                 ,227,13,"1,990",
8386430,STRIMOL EXTRA CP B/20,24,2,"1,750",
1205181,XYKAA EXTEND 1000MG CP B/20,2,2,"3,030",
,,Nombre d'articles :,99,,
Code Géo :,ETAT GRIPPAL,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1523431D,AARCOLD 325MG/5MG/2MG CP B/100  (DETAIL),22,20,300,
8423349,AFINE 500MG CPR PELL SEC B/20,47,2,"5,635",
8423349D,AFINE 500MG CPR PELL SEC B/20  (DETAIL),304,3,300,
2483651,AFINE C 500/25/200 PDR B/10,9,2,"2,440",
1721181,APFLU 500MG CPR B/80,1,1,"4,960",
1721181D,APFLU 500MG CPR B/80  (DETAIL),69,11,250,
1548391,APFLU PDR EFF SACH B/10,18,12,"2,475",
1663561,BIAKOF RHUME CP B/10,2,1,"1,070",
3756046,COQUELUSEDAL SUPPO NOUR            ,4,1,"1,890",
2256318,DOLIPREX SACHET B/8                ,13,0,"1,790",
3412559,DOLIRHUME COMP B/16                ,10,0,"2,690",
8152488,FEBREX PLUS CP B/10,6,2,"1,335",
8152494,FEBREX PLUS CP B/4,12,2,360,
8110900D,FEBRILEX PLUS CP BLIST X 4    (DETAIL),636,26,450,
8110900,FEBRILEX PLUS CP BLISTX4 B/50            ,5,1,"21,010",
3270591,FERVEX AD SACHET B/8               ,80,21,"2,590",
3351579,FERVEX ENF GLES SACH B/8           ,13,3,"2,560",
3335959,FERVEX GLE SS SUC SACH B/8         ,9,2,"3,060",
0805771,FERVEX GOUT FRAMBOISE AD SCHT B/8,18,5,"2,590",
9001627,FLUCTOR PDRE ORAL SACH B/10,1,1,"2,480",
1594431,GENSIL MAUX  GORGE MENTHE B/24,1,0,"2,600",
1594441,GENSIL MAUX GORGE ORANGE B/24,3,1,"2,750",
8147211,GRIPEX 4.5MG PDRE SUSP BUV SACH,123,9,"2,700",
1408741,GRIPMAX CP B/10,23,4,"1,200",
3447463,HUMEX RHUME CPR JOUR ET NUIT       ,6,1,"2,535",
8081802,LITACOLD CPR 20XBL4,107,28,"5,500",
980818,LITACOLD CPR DETAIL PL/4           ,"3,670",16,300,
8166697,MEDICOLD RELIEF CP B/20,6,1,"1,960",
1425381,NATUREX PAST B/12,1,0,"2,000",
707852,NATUREX PAST MIEL B/12,16,1,"2,410",
707876,NATUREX PAST ORANG B/12,9,2,"2,355",
8142538,NEUTROCOLD 2/5/500MG CP/100,1,0,"6,890",
8142538D,NEUTROCOLD 2/5/500MG CP/100  (DETAIL),207,20,250,
2105660,OLIOSEPTIL GORGE-LARYNX,2,0,"7,500",
7824230,OLIOSEPTIL NEZ GORGE GELULE B/15,1,3,"7,440",
7897909,OLIOSEPTIL SINUS GEL B/15,1,0,"4,000",
1694221,PULMOLL CLASSIC PAST B/75,1,1,"2,740",
1425391,RAPIDEX 500/10/30/2.5MG CP B/80,1,1,"6,890",
1425391D,RAPIDEX 500/10/30/2.5MG CP B/80  (DETAIL),26,8,350,
8181248,RAPIDEX SACH B/10,8,2,"3,170",
1261661,REMIFLU 500MG/10MG/2.5MG CP B/10,17,16,"2,300",
8170724,RHINOPAROL 650/10/4MG CP B/20,20,0,"2,620",
8111822,RHUMAGRIP COMP                     ,80,9,"1,585",
8173409,RHUMIX 50MG SACHET B/10,13,1,"2,690",
2268385,RINOGRIP SACH B/10                 ,32,2,"2,550",
1242251,RINOGRIP SS SACH B/10,4,3,"2,550",
8003682,RINOMICINE 10MG SACH B/10          ,114,6,"2,000",
1198431,STREPSIL CITRON SS B/16,3,1,"2,760",
1567281,TOUX RELIEF PAST MENTH B/12,1,1,"1,830",
2278395,TRIFED PLUS COMP B/20              ,397,29,"1,210",
3111154,VALDA PAST BOITE FER/60            ,65,0,"1,255",
8198042,YENDOL SACH B/10                   ,3,0,"3,180",
1279041,Z-COLD CPR B/80,4,1,"5,000",
8440201D,Z-COLD CPR B/80  (DETAIL),323,-6,250,
,,Nombre d'articles :,54,,
Code Géo :,FORTIFIANTS 1,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2031795,ACFOL 5MG CPR B/25                 ,245,11,"2,010",
8102355,ACIDE FOLIQUE 5MG CREA CP 5X20,45,0,"2,760",
8103679,ACIDE FOLIQUE 5MG CREAFOL COMP,9,2,"1,790",
2293176,ACIDE FOLIQUE TONG 5MG CP/40,4,2,950,
8097677,ALFER SUSPENSION 200ML,7,1,"2,755",
1258651,ALVITYL CP EFF T/10,1,1,"3,470",
5953516,ALVITYL MAGNE VIT B6 CP B/45,1,1,"2,700",
4493471,ALVITYL SP FL/150ML                ,2,2,"4,900",
8104101,ALVITYL TONUS CP B/20              ,6,1,"5,080",
2261064,AMIFER SIROP F/200ML               ,103,7,"2,890",
2032004,ANTINOREX CPR 4MG B/30,4,2,"2,070",
2296134,APETIL PLUS F/100ML                ,36,3,"2,990",
1507161,APMALT SP F/100ML,8,4,"5,850",
8342102,APPETINE 2MG SP F/100ML,2,2,"1,660",
8305590,APPETINE VIT SP 100ML,5,2,"2,620",
1207521,APPITOR SP F/100ML,20,3,"2,200",
2481787,APPYLAND SP FL 200ML,68,11,"3,570",
3006316,ARGININE VEYRON SP FL/250ML        ,2,1,"5,260",
4677308,ARTHROSTOP PLUS CP B/30            ,14,2,"7,270",
2282764,ASTYFER CP B/30                    ,1,1,"2,780",
2283083,ASTYMIN FORTE CAPS B/20            ,7,3,"3,170",
2283120,ASTYMIN SN INJ PERF F/200ML        ,11,1,"5,850",
2282988,ASTYMIN SP F/110ML                 ,4,1,"3,250",
1861531,AYANFER SP FL/200ML,4,4,"2,760",
8071896,BIBA SP FL/100ML,87,34,"2,480",
8043167,BIOFAR CALC+MAGN CP EFF B/25       ,56,2,"3,360",
4035685,BIOFAR CALCIUM D3 CP EFFV /20      ,5,3,"3,425",
8043210,BIOFAR CHROM ORGAN CP EFFV T/20    ,1,1,"3,930",
8031827,BIOFAR FER+AC FOLIQ CP EFFV        ,3,2,"3,400",
2294508,BIOFAR MAGNESIUM B6B2              ,11,1,"3,830",
8010185,BIOFAR MULTI 12 MINRX CP EFF B/20,47,2,"4,040",
8043144,BIOFAR MULTIVIT 12 CPEFFV T/20     ,18,4,"3,440",
8031804,BIOFAR MULTIVIT KID CP EFFV/20     ,1,2,"3,530",
2294514,BIOFAR POT+MAG CP EFF B/20,8,3,"3,360",
8031810,BIOFAR VIT ACE SE ZN CP EFFV/20    ,44,1,"4,190",
8031767,BIOFAR VIT C 500MG CP EFFV/20      ,4,3,"3,510",
2294537,BIOFAR VIT C1000 CP EFFV T/20      ,15,1,"3,610",
8043204,BIOFAR ZINC ORGANIQ CP T/20        ,2,2,"4,050",
2252160,BIOFER 12 SP F/200ML               ,5,2,"2,490",
1254651,BIO-RITMO AMP 10ML B/20,136,4,"4,590",
3016450,CA C 1000 COMP EFF T/10            ,830,116,"2,690",
2253403,CA C1000 ORANGE CP EFF/10,39,3,"2,690",
3016591,CALCIBRONAT COMP EFF B/20          ,10,3,"2,450",
1107961,CALGEN 500/250UI CP B/30,74,15,"3,450",
1474651,CALSOURCE 500MG CP EFF B/20  ,145,6,"2,810",
1684561,CARBORIV GEL B/30,35,4,"2,760",
1684571,CARBORIV-S SIROP FL/200ML,27,8,"2,470",
1400111,CARTILAMINE + 500/400MG CP B/30,1,1,"5,540",
8123736,C-CAL GRAN EFF SACH B/10,366,6,"1,840",
9001082,CEVIT VIT C 100MG CPR B/10         ,1,6,"1,930",
3572580,CHEWRON 50MG/5ML SIROP F/120ML,2,2,"1,320",
8105201,CYPON SIROP,5,2,"4,010",
1596231,CYPRONURAN SP F/150ML,2,2,"2,200",
1305471,DESARROL SIROP F/200ML,1,1,"3,930",
1244561,DESYREL S BUV F/200ML,12,3,"2,690",
1326891,DEXORICH SP 200ML,2,2,"2,070",
8169827,DYNAMOGEN AMP BUV B/20             ,38,21,"4,395",
2286897,EFLAVYL 200UI GELULE B/50         ,3,2,"4,060",
2297346,ESCODYNE CPR EFFV B/10             ,170,7,"2,090",
1417051,FAMCAL 250MG/100UI CP B/30,10,3,"4,270",
8114631,FEDATE GEL B/30,48,4,"2,550",
8055147,FEDATE SP FL 200ML                 ,208,53,"3,030",
8142165,FEKEY 33MG SP FL/200ML,4,2,"2,550",
8182118,FEMIFER SP F/200ML,22,2,"3,500",
8147665,FENUGREC VZ SP F/150ML,5,2,"2,480",
8170776,FER PLUS 100MG/7ML SOL BUV SACH/7ML B/32,1,3,"6,680",
8170782,FER PLUS 71MG SOL F/250ML,4,0,"6,680",
1594531,FERACFOL 125MG/5ML SP FL/150ML,3,2,"2,070",
8105218,FERACID GEL B/36                   ,1,1,"1,940",
8123877,FERAMALT 100MG GEL B/20,15,3,"5,440",
2287603,FERAMALT SOL BUV F/100ML           ,250,9,"6,350",
1747631,FERAMORE SP FL/150ML,11,2,"3,440",
1354051,FERBOVIT SP F/225ML,8,6,"3,150",
2269580,FERCEFOL CPR B/30                  ,8,3,"1,750",
2269597,FERCEFOL SP F/150ML                ,129,11,"1,915",
8437943,FEREMI CPR PELL B/30,1,1,"1,890",
8416705,FEREMI SP 200ML,5,1,"2,340",
1600971,FERFOLTONE GEL B/30                ,14,1,"1,050",
8492422,FERFOR SIROP FL/200ML,6,2,"1,555",
8170150,FEROGLOBIN B12 SP F/200ML,2,2,"7,080",
1745691,FEROKEM SP F/150ML,2,1,"4,135",
2290568,FEROX CAPS B/30,1,1,"3,570",
2291792,FEROX SP F/200ML                   ,1,1,"3,750",
1404441,FEROXYDE SP FL/100ML,2,2,"2,835",
8150880,FERPLEX 40MG ORALE F/15ML X10,27,3,"6,060",
8106198,FERRAVIT SP FL/200ML,2,3,"3,570",
8181219,FERREX FORTE SP F/200ML,18,2,"1,930",
1297031,FERROFIT PLUS SP F/200ML,18,3,"2,500",
1215771,FERROFIT SP F/200ML,586,67,"1,300",
2255514,FERROMIX SP FL/120ML,1,1,"2,010",
1155591,FERTILO FORTE DENK CAPS B/60,1,1,"14,120",
8160430,FERTILO FORTE DENK SACH B/30,4,1,"13,630",
5130397,FERTIMAX CP B/60                   ,1,1,"28,660",
8405251,FERVITAL SP F/200ML,1,0,"2,065",
1686341,FERVITI SP F/150ML,1,1,"1,680",
2277616,FEZOMIN-C GEL B/30                 ,1,1,"1,790",
8145117,FIFER 160MG/7.5/0.5 SIR F/200ML,1,2,"2,410",
8596908,FINANEMI 300MG/1MG CP B/30,3,2,"1,515",
8585307,FINANEMI SP F/200ML,1,2,"2,320",
8146341,FORTALINE 500MG CAPS B/20          ,6,2,"3,725",
3041809,FUMAFER COMP B/100                 ,13,3,"1,900",
2293236,FUMARATE AC FOL TM 0.2/100,145,9,"1,580",
1321641,GAMALATE B6 COMP B/20              ,2,2,"4,310",
1321651,GAMALATE B6 SOL BUV FL/80ML        ,5,4,"4,040",
1250601,GENERVE CP B/30,2,2,"6,820",
2286012,GENES JUNIOR CPR EFFV BL B/10      ,2,2,"2,720",
2286006,GENES MULTI AD CP EFF B/10         ,7,1,"2,740",
2286035,GENES PLUS CPR EFFV BL B/12        ,16,2,"3,750",
2267635,GENES VIT MAGNESIUM CP B/10        ,2,2,"3,030",
8157818,GESTANE GROSSESSE CP B/30,9,1,"5,420",
1223651,GLUCART CP B/10,7,2,"1,700",
2268238,GYNOFER SP FL/200ML,8,2,"3,030",
2269918,HAEM UP GEMS B/30                  ,3,2,"1,300",
2264542,HAEM UP SP F/200ML                 ,19,2,"3,270",
1350711,HB PLUS 125MG/750 SP F/150ML,234,9,"4,500",
1456691,HB PLUS SOL INJ FL/5ML B/5,6,1,"10,030",
9033840,HEMAFER 100MG CP B/30,16,-5,"5,850",
8146602,HEMAFER 50MG/5ML SP 125ML,131,0,"3,305",
8124291,HEMOFER S BUV F/200ML,81,3,"2,000",
1610621,HUILE DE FOIE DE MORUE FORTE GELULE B/30,2,1,"4,720",
2295123,HYDROSOL POLYVIT EUROLAB GTTE 30ML ,8,2,"1,160",
3380960,IDEOS CP B/30                      ,1,1,"4,750",
2256436,IMMU C SACH B/10                   ,45,2,"1,830",
1322231,IMMUNIT CP B/30,1,1,"5,190",
1212991,INDOFER GEL B/30,72,4,"2,615",
1213001,INDOFER SP F/200ML ,433,45,"2,620",
2269189,IREX 12 SP F/200ML                 ,2,3,"2,290",
1563291,JEVITON CAPS MOLLE B/30,1,0,"2,100",
1213631,JUVAMINE 4G TONIFIANT AMP B/10,2,1,"6,090",
8171847,JUVAMINE APPETIT ET TONUS 200ML,2,2,"4,630",
2255299,JUVAMINE FIZZ 11VIT 7MIN CP EFF/30 ,5,2,"3,730",
2283634,JUVAMINE FIZZ GOLD CP EFF          ,4,2,"5,380",
2252289,JUVAMINE FIZZ MG+VIT B6B2 EFF B/30 ,5,3,"3,550",
8058507,JUVAMINE FIZZ MONO GOLD CPR EFFV B/15,1,2,"3,050",
2289370,JUVAMINE FIZZ TAURINE GINSENG CP EFF 30,13,2,"4,860",
2252272,JUVAMINE GINS TONUS AMP BUV B/10   ,1,1,"5,610",
8158433,JUVAMINE INTELLEC MEM GEL B/45,1,1,"6,170",
8150911,JUVAMINE MONO VIT C 1G EFF /15,6,2,"2,580",
8058476,JUVAMINE NONO VIT C1000MG CPR EFF B/15,4,3,"2,175",
8148587,JUVAMINE PERF MACGING CP/40,1,1,"4,245",
2252243,JUVAMINE VIT C 1000 CPR EFFV B/30  ,3,0,"3,500",
2252266,JUVAMINE VIT C 500 CPR CROQ B/30   ,4,2,"3,410",
2252237,JUVAMINE VIT C 500MG CP EFFV B/30  ,6,2,"3,570",
8157847,KIDOO MULTIVIT SP ENFT F/120ML,18,2,"3,670",
3057271,LAROSCORBINE 1G COMP EFF B/10      ,37,5,"1,810",
1204501,LYCYP SIROP F/200ML,2,2,"2,650",
1269491,LYFER SP FL/200ML,2,0,"1,790",
2297033,MAG 2 AMP BUV 10ML B/30            ,385,30,"5,000",
2856018,MAG UP 24H CP B/15,23,2,"3,060",
8483541,MAGNAVIT CAPS B/30,8,1,"1,407",
3125009,MAGNE B6 DRAG B/50                 ,23,2,"3,195",
8158829,MAGNECARE CP B/50,3,1,"2,640",
8177850,MAGNES ACTIVE DENK GR STICK B/30,1,1,"5,910",
8160424,MAGNES DIRECT DENK STIKB/30,7,2,"6,120",
4812798,MAGNESIUM MARIN FORT GEL B/30,14,0,"8,270",
2269309,MAGNORAL AMP BUV 10ML B/20         ,87,4,"3,470",
1597851,MALT SIROP FL/120ML,67,4,"1,450",
1388851,MALTOFER SP FL/150ML,3,1,"2,620",
2264708,MAXIMAG AMP BUV B/30               ,9,0,"4,205",
8158841,MEMOBIOL GELU B/30,1,1,"13,220",
8332411,MUMFER SP F/150ML                  ,4,1,"2,990",
8146789,NATECAL D COMP B/60,2,2,"5,240",
1299841,NEUHEPTAVIT SP F/200ML,5,2,"2,760",
2264068,NOVAFER 50MG/5ML SP FL/200ML       ,16,2,"3,150",
2289559,NURABOL 2MG SP F/125ML             ,9,2,"1,930",
2289571,NURABOL 4MG SP FL/125ML,9,3,"2,760",
1334801,NURAVIT CP B/15,20,1,"2,920",
2286911,NURAVIT SP F/125ML                 ,249,31,"2,890",
8181998,OGESTAN CAPS B/30,9,2,"7,140",
2292314,OROFER GEL B/40                    ,9,1,"1,570",
2292320,OROFER SP FL/150ML                 ,294,17,"1,820",
8157706,OSTEOCARE SP F/200ML,2,0,"6,990",
8158143,OSTEOSYL D3 CP B/30,12,0,"6,000",
2286383,PEDIAVIT SP F/100ML                ,3,2,"1,790",
2256152,PIDOMAG SOL BUV F/250ML,10,1,"4,080",
9001277,POLIFER SP F/250ML,10,1,"2,730",
8139298,PREGNACARE CP B/30,1,1,"7,550",
8160401,PRENATAL DENK CP B/30,2,1,"4,070",
2029427,RANFERON 12 CAPSULE B/30           ,2,0,"2,990",
2018607,RANFERON CAPSULES B/100            ,1,0,"6,300",
2290858,RANFERON PLUS GEL B/30,7,2,"2,890",
2018613,RANFERON SP F/200ML                ,86,9,"3,530",
8156960,RBC 125MG/5ML SP F/120ML,2,2,"5,770",
8156977,RBC F/100MG/0.35 CP B/30,10,2,"1,920",
8192619,REVITAL GELULE BT/30               ,4,2,"5,100",
3357317,REVITALOSE BUV AMP 5ML B/20        ,14,2,"6,240",
8124115,RICHFER 200MG FL/200ML,319,8,"3,445",
8179518,RICHFER GEL B/30,54,5,"2,760",
3092356,ROCMALINE AMP BUV 10ML B/20        ,6,0,"4,990",
1349641,ROIVIT MULTIVIT CP EFF B/20,5,2,"2,480",
8163701,ROIVIT VITC+FER CPR EFF B/20,2,2,"2,480",
3289283,SARGENOR AMP BUV 5 ML B/20         ,1,1,"4,200",
8413718,SECUVIT SP 200ML,1,0,"3,100",
9590842,SERENATAL A CP B/60,3,1,"7,910",
8154725,SOLFER SP 200ML,2,2,"2,845",
8179300,SPECIAL KID MULTIVIT SP F/125ML,1,0,"4,825",
8179292,SPECIAL KID NUTRI+SRP FL/125ML,2,0,"5,300",
8141579,SPEKTRUM ENERGY CP B/30,3,1,"7,740",
2275327,S'SPIRULINE 400MG GEL POT /120       ,2,2,"10,030",
2276982,S'SPIRULINE 400MG GELULE B/40        ,5,2,"3,960",
1563311,STAMIVIT CAPS MOLLE B/30,2,0,"2,140",
1577041,STIMOL 1G SACH B/18                ,4,2,"5,370",
2289743,STIMOL AMP BUV 10ML B/18           ,10,3,"5,500",
2255572,SUPER CAL ZINC CP B/20,1,1,"3,750",
1506131,TARDYFERON 80MG CP B/30            ,6,2,"2,910",
8178387,TARDYFERON B9 COMP B/30            ,5,2,"3,090",
8402123,T-FER CPR B/30                     ,44,4,"2,310",
8394820,T-FER SP F/200ML                   ,132,7,"2,080",
3264550,TOCO 500 30 CAPS,27,3,"3,240",
9002443,TONIFER SIROP FL 200ML,2,2,"1,930",
3107313,TOTHEMA AMP BUV 10ML B/20          ,35,3,"5,590",
2006260,TRES ORIX FORTE CAPS               ,1,2,"3,530",
2009488,TRES ORIX FORTE SIROP F/250ML      ,66,4,"4,520",
2009873,TRES ORIX FORTE SP FL/100ML        ,142,4,"2,380",
1268321,TRIMETABOL SP FL/150ML             ,12,2,"3,400",
9020642,TROFOCARD MAX GRAN SACH B/12,87,2,"4,960",
2007880,UPSA C 1G COMP EFF B/10            ,310,73,"1,220",
3322218,UVEDOSE 1M  AMP BUV F/2ML,1,1,"1,350",
3110870,UVESTEROL VIT ADEC GTTE /10ML      ,40,2,"1,900",
2263092,VICOMBIL CP B/60                   ,1,1,"3,530",
1481951,VIFERON B SOL BUV F/200ML,9,2,"2,345",
8147116,VIK VIT C 1000MG CP B/20,44,2,"2,090",
2295809,VIT B DENK CPR BT/100              ,2,1,"8,250",
2034598,VITA C 1000 LAPR CPR EFFEV B/10         ,189,1,"1,050",
1345011,VITA CAC SUSP ORALE B10,293,0,"1,570",
2482651,VITAFER FORTE SP FL/100ML ,12,3,"2,500",
8401738,VITAFER SP F/200ML                 ,23,3,"3,580",
2105499,VITAMIN22 CAFEINE+ ENERG INSTANT B/14,3,2,"4,000",
2276611,VITAMINE C GALENICA 1G CPR EFFV B/20,2,1,"2,340",
8218052,VITAMINE E FORTE MEPACO GEL B/20,3,2,"3,155",
8347878,VITAMINE22 SPECIFIC HOMME GEL B/60,1,8,"6,300",
9950453,VITAMNIN22 SPECIFIC FEMME GEL B/60,1,8,"6,205",
1270231,VITAPLEX SP F/200ML,10,2,"2,400",
2038685,VITAVIT SP FL/100ML                ,1,2,"2,440",
8181343,VIVAGEST CAPS B/30,28,0,"8,190",
8154731,WELVIT PLUS CP B/30,1,1,"4,205",
4577644,X FERON SP F/200ML,18,2,"1,165",
1889901,YEKAFER PLUS SP FL/200ML,249,32,"3,675",
1198881,YODOCEFOL  200/400 CP B/28,2,1,"2,760",
1226571,ZENCOFER 50/5MG SP F/200ML,14,2,"3,000",
1513911,ZENCOFER GEL B/30,1,2,"2,500",
1061641,ZENMAG GEL B/32,1,1,"4,520",
,,Nombre d'articles :,242,,
Code Géo :,FRIGO,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
3200509,DIPROSTENE SUSP INJ SER B/1        ,31,13,"4,520",
3757494,DUOTRAV 40MG+5MG/ML COLLY          ,5,1,"20,430",
3034867,EDUCTYL 2G ENFANT SUPPO BT 12      ,4,5,"2,135",
3034844,EDUCTYL 4G AD SUPP.B/12            ,21,2,"2,140",
1013531,HUCOG 5000UI SC IM B/1,2,0,"8,200",
2264602,INSU ACTRAPID HM 100UI FL/10ML,7,2,"7,580",
2264625,INSU MIXTARD 30 HM 100UI FL10ML,41,5,"7,580",
2298297,INSULET RAPIDE 100UI/ML F/10ML          ,2,2,"6,780",
8124836,IOPROST COLLYRE F/5ML,4,2,"10,330",
8073754,LACOMA T CY 2.5ML,6,2,"11,715",
3772298D,LANTUS 100UI SOLOST STYL 3ML*5  (DETAIL),19,2,"10,200",
8142099,LATANO COLL 0.005 F/2.5ML,4,3,"10,530",
3646866,LOVENOX 4000UI INJ F/2        ,2,1,"8,680",
8161027,MECLON 500MG/100MG OVULE B/10,5,2,"4,820",
2673826,MONOPROST 50MCG CY DOSE B/30,25,5,"11,820",
3567664D,NOVOMIX 30 FLEXPEN 100U 5 (F) (DETAIL),8,0,"9,000",
1211861,OXYTROY 5UI/ML INJ B/3,78,17,"1,170",
1632571,PHARMAKION 10MG/ML AMP B/3,6,2,"2,760",
8107430,RHOCLONE 300MCG PDRE INJ 2ML,6,3,"55,670",
8094561,SERUM ANTI TETANIQUE 1500UI B/1    ,79,5,"4,960",
3103019,SYNTOCINON 5UI AMP INJ 1ML B/3     ,37,4,"1,460",
1251321,TEST DE GROSESSE BABYCHECK STYLO,565,39,"1,000",
8271951,TEST GROSSESSE UBI BANDELETTES B/20,10,0,"5,885",
8271951D,TEST GROSSESSE UBI BANDELETTES B/20  (DETAIL),34,4,500,
3584763,"TRAVATAN COLLYRE FL/2,5ML          ",15,2,"10,360",
2264045,"VAC VERORAB FL+SER 0,5ML B/1       ",9,3,"11,570",
3012230,VIT K1 ROCHE AMP 2MG B/5 NOUR,2,1,"6,490",
8179197,"XALATAN 0,005% CY 2,5ML",1,1,"10,170",
,,Nombre d'articles :,28,,
Code Géo :,HYGIENE BUCCALES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8592632,BROSS DENT PIERROT SHARKY 2-8ANS/1,1,0,"1,570",
8598451,BROSSE A DENT FLUOKIDS P/1,5,0,640,
2474785,DIGEST HALEINE CPR BT/14,5,1,"5,885",
7241474,ELGYDIUM BLANCHEUR DENT 75ML       ,2,2,"4,800",
9689799,ELGYDIUM BROSSE DENT DIFFUSION MEDIUM,2,2,"4,420",
6554768,ELGYDIUM BROSSE DENT STANDARD DURE,11,2,"2,880",
6554745,ELGYDIUM BROSSE DENT STANDARD MEDIUM,15,4,"2,800",
1557811,ELGYDIUM DENTS SENS T/75ML       ,10,1,"3,940",
1251231,ELGYDIUM PROT CARIES 75ML AFR     ,1,1,"3,960",
1244691,FLUOCARIL BIF145 BLANC 75ML      ,1,1,"3,350",
3627395,FLUOCARIL BIFLUO 250 MENT 75MLX2,1,1,"6,120",
3500849,FLUOCARIL BIFLUO 250 MENT F/75ML     ,4,2,"3,400",
2271401,FLUOGEL DENTIF T/125ML,4,3,"1,845",
8295791,FLUOJUNIOR DENTIFRICE 7-12ANS      ,4,3,"1,290",
2275422,FLUOKID DENTIF 2-6ANS T/50ML       ,32,1,"1,290",
8180042,FLUORYL BLANCHEUR DENTIF 75ML,1,2,"1,330",
2271370,FLUORYL BROSS DENT DURE            ,2,0,"1,710",
2271387,FLUORYL BROSS DENT MEDIUM          ,8,1,"1,710",
2271393,FLUORYL BROSS DENT SOUPLE          ,7,0,"1,655",
2271424,FLUORYL DENTIFRICE T/125ML         ,49,2,"1,990",
8152117,FLUORYL DENTIFRICE T/75ML          ,28,1,"1,370",
8139051,FLUORYL PATE DENT 30ML,5,3,630,
8560715,FOREVER BRIGHT A L'ALOE PATE DENT 130G,46,27,"5,000",
8476707,GUMFORTE DENTIFRICE T/100G,7,2,"1,630",
1648551,GUMFORTE JUN DENT FRAIS 50G,5,2,"1,240",
LIGH108,LIGHT DENTIF CHARBON COCO T/100G ,2,1,"2,295",
2481829,LONGRICH PATE D THE BLANC 100G,1,2,"2,815",
1614261,LONGRICH PATE D THE BLANC 200G,32,3,"4,400",
1242771,ORAL B EXTRA FRESH DENT T/90G,1,1,970,
8141734,ORAL B EXTRA FRESH GEL T/130G,12,0,"1,440",
8144632,ORAL B FRESH MINT GEL 140G,4,0,"1,720",
7614981,PARODONTAX PTOTECT FLUOR T/75ML         ,2,1,"2,210",
8393878,PIERROT BROSS DENT SENSIBLE/1,2,0,"1,470",
