GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
3499916,DOLIPRANE 200MG SACH B/12          ,9,3,"1,365",
3480986,DOLIPRANE 200MG SUPPO ENF B/10     ,2,1,"1,240",
3499945,DOLIPRANE 300MG PDRE SACH B/12     ,40,2,"1,360",
3481017,DOLIPRANE 300MG SUPPO/10     ,8,2,"1,240",
1432881,DOLIPRANE 500MG COMP EFF B/16      ,54,16,"1,500",
3232018,DOLIPRANE 500MG CP B/16            ,22,4,"1,210",
3233153,DOLIPRANE 500MG SACHET B/12      ,11,2,"1,190",
1541841,DOLIPRANE VIT C CP EFF CP B/16,58,18,"1,340",
3338194,DOLKO SOL.PEDIAT.90ML              ,4,0,"1,320",
809249,DOLYC 500MG CPR B/20               ,1,0,640,
8105098,DOLYC CPR 1000MG BT10,9,2,840,
2287595,EFFADOL SOL BUV F/100ML            ,383,19,"1,300",
3390579,EFFERALGAN 150MG B/10 SUPPO        ,3,3,"1,260",
0128111,EFFERALGAN 1G COMP EFF B/8         ,580,151,"1,460",
2277763,EFFERALGAN 250MG SACHET BTE 12     ,3,2,"1,350",
3257001,EFFERALGAN 500MG COMP EFF B/16     ,163,65,"1,570",
3036121,EFFERALGAN 500MG COMP SECS B/16    ,17,3,"1,390",
2277987,EFFERALGAN 80MG BB SUP B/10        ,1,2,"1,170",
2277266,EFFERALGAN CODEINE COMP EFF/16     ,23,2,"2,380",
8114134,EFFERALGAN CODEINE CP B/16,23,3,"2,190",
2277421,EFFERALGAN PED SOL BUV FL/90ML     ,94,0,"1,340",
1686021,EFFERALGAN PEDIA SOL PIPET 90ML,160,28,"1,585",
3648546,EFFERALGAN TAB 1G CP B/8,57,14,"1,390",
3637324,EFFERALGAN VIT C COMP EFF B/16  ,234,31,"1,500",
8035908,KINAL CODEINE GEL B/18             ,35,3,"1,860",
8178306,KLIPAL CODEINE 25/300MG CP B/16,16,3,"1,560",
8178677,KLIPAL CODEINE 600/50MG CPR B/12      ,47,3,"2,110",
3515495,LAMALINE GEL B/16                  ,9,2,"2,340",
2276060,LIC PARAC 500MG CPR B/16           ,31,0,385,
8147091,NESTEFFER 1000MG CP EFF B/8,1,2,"1,240",
8147085,NESTEFFER 500MG CP EFF B/16,2,2,"1,240",
1549921,NESTEFFER EXTRA 500MG/65MG CPR B/20,2,2,"1,490",
3417350,PANADOL 2% SUSP BUV ENF/NOUR FL/90 ,599,45,"1,320",
3361514,PANADOL 500MG CPR EFFERV BT 12     ,27,2,"1,250",
2295413,PANADOL ACTIFAST 500MG CP B/20     ,13,2,"1,860",
9001449,PANADOL ADVANCED 500MG CP PELI/SEC B/16     ,273,17,"1,190",
2295436,PANADOL EXTRA 500MG CP B/20        ,74,3,"1,280",
2297524,PANALGIC CPR EFFV B/16             ,2,1,"1,300",
8342303,PANOL 250MG SP F/60ML              ,"1,431",681,735,
8398864,PARACAF CPR B/20                   ,45,4,900,
1675141,PARACET 3% SUSP BUV FL/100ML,3,0,950,
1745731,PARAKEM SIROP FL/100ML,3,0,"1,580",
1327191,PARAMED 0.3% SIROP F/100ML,"1,299",42,830,
1280261,PARAMED 500MG CP B/20,943,45,300,
1525651,PARAT UNE SP FL/100ML,5,0,"1,160",
2274569,PAROL 250MG SUSP BUV FL/100ML      ,208,4,"1,720",
2274517,PAROL 500MG CP B/30                ,43,3,"1,210",
1511991,PCM 120MG FL 100/ML,19,4,900,
1207511,PCM 250MG SP F/60ML,4,2,"1,000",
4094386,PELADOL FIZZI 1000MG CPR EFF B/16,40,0,"2,310",
1848371,PELADOL FIZZI 500MG CPR EFF B/16,14,0,"1,260",
2254791,PLAPAR SUSP BUV F/60ML             ,2,0,880,
9001308,RALDOL CP B/10                     ,61,2,"1,130",
8149888,RELAXON 250MG/300MG GEL B/30,4,2,"3,360",
8163747,ROIPAR 1000MG CP EFF B/16,10,3,"2,230",
1393201,ROIPAR 125MG SIR F/100ML,2,1,"1,105",
8175489,ROIPAR 500MG CP EFF B/16,10,0,"1,200",
8163753,ROIPAR PLUS CP EFF B/16,1,2,"2,200",
2009838,SARIDON COMP B/10                  ,30,2,"1,250",
3488516,SEDASPIR COMP B/20                 ,218,13,"1,990",
8386430,STRIMOL EXTRA CP B/20,11,2,"1,750",
1205181,XYKAA EXTEND 1000MG CP B/20,2,2,"3,030",
,,Nombre d'articles :,103,,
Code Géo :,ETAT GRIPPAL,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1523431D,AARCOLD 325MG/5MG/2MG CP B/100  (DETAIL),23,20,300,
8423349,AFINE 500MG CPR PELL SEC B/20,27,2,"5,635",
8423349D,AFINE 500MG CPR PELL SEC B/20  (DETAIL),227,3,300,
2483651,AFINE C 500/25/200 PDR B/10,9,2,"2,440",
1721181D,APFLU 500MG CPR B/80  (DETAIL),76,11,250,
1548391,APFLU PDR EFF SACH B/10,21,12,"2,475",
1480121,BIOTRYL SACH B/10,1,2,"3,490",
8017750,CALTOUX 250MG ENF SUPPO B/10,1,0,"1,250",
3019407,COQUELUSEDAL ENF SUPPO,1,1,"1,790",
3756046,COQUELUSEDAL SUPPO NOUR            ,4,1,"1,890",
2256318,DOLIPREX SACHET B/8                ,1,0,"1,790",
3412559,DOLIRHUME COMP B/16                ,12,0,"2,690",
1267241,DRILL RHUME 500MG/4MG CP/16,4,0,"2,340",
8152488,FEBREX PLUS CP B/10,2,2,"1,335",
8152494,FEBREX PLUS CP B/4,2,2,360,
8110900D,FEBRILEX PLUS CP BLIST X 4    (DETAIL),635,26,450,
8110900,FEBRILEX PLUS CP BLISTX4 B/50            ,9,1,"21,010",
3270591,FERVEX AD SACHET B/8               ,55,21,"2,590",
3351579,FERVEX ENF GLES SACH B/8           ,7,3,"2,560",
3335959,FERVEX GLE SS SUC SACH B/8         ,5,2,"3,060",
1548421,FEVAROL 500MG/2MG/30MG CP B/80 ,6,0,"5,235",
1548421D,FEVAROL 500MG/2MG/30MG CP B/80   (DETAIL),32,48,300,
9001627,FLUCTOR PDRE ORAL SACH B/10,1,1,"2,480",
1594441,GENSIL MAUX GORGE ORANGE B/24,5,1,"2,750",
8147211,GRIPEX 4.5MG PDRE SUSP BUV SACH,85,9,"2,700",
1408741,GRIPMAX CP B/10,6,4,"1,200",
3447463,HUMEX RHUME CPR JOUR ET NUIT       ,4,1,"2,535",
8081802,LITACOLD CPR 20XBL4,75,28,"5,500",
980818,LITACOLD CPR DETAIL PL/4           ,"3,017",13,300,
8469972,LITACOLD NUIT 500MG/25MG CPR B/16,1,0,"2,065",
1618841,LITACOLD SINUS 325/5MG CP B/16,1,0,"2,070",
1578141,MAXIGRIP SACHET B/10,9,3,"2,490",
8166697,MEDICOLD RELIEF CP B/20,7,1,"1,960",
707869,NATUREX PAST GIMG B/12,6,0,"2,390",
8142538D,NEUTROCOLD 2/5/500MG CP/100  (DETAIL),274,20,250,
2256034,PHARMAGRIP SS GEL B/14             ,2,0,"1,790",
2255394,PHARMAGRIP SUSP SACH B/10          ,1,0,"2,670",
1425391D,RAPIDEX 500/10/30/2.5MG CP B/80  (DETAIL),14,8,350,
8181248,RAPIDEX SACH B/10,28,2,"3,170",
1261661,REMIFLU 500MG/10MG/2.5MG CP B/10,48,16,"2,300",
8170724,RHINOPAROL 650/10/4MG CP B/20,8,0,"2,620",
8111822,RHUMAGRIP COMP                     ,68,9,"1,585",
8173409,RHUMIX 50MG SACHET B/10,13,1,"2,690",
9003543,RHUVEX ADULTE SACH B/8 ,10,0,"1,515",
2268385,RINOGRIP SACH B/10                 ,11,2,"2,550",
1242251,RINOGRIP SS SACH B/10,5,3,"2,550",
8003682,RINOMICINE 10MG SACH B/10          ,108,6,"2,000",
1198431,STREPSIL CITRON SS B/16,2,1,"2,760",
8451831,SURDEX CP B/12,6,1,"1,380",
1567281,TOUX RELIEF PAST MENTH B/12,1,1,"1,830",
2278395,TRIFED PLUS COMP B/20              ,310,27,"1,210",
3111154,VALDA PAST BOITE FER/60            ,69,0,"1,255",
8139453,VALDA PAST DIET S.SUCRE B/60,5,0,"1,530",
8198042,YENDOL SACH B/10                   ,1,0,"3,180",
1279041,Z-COLD CPR B/80,26,1,"5,000",
8440201D,Z-COLD CPR B/80  (DETAIL),294,-8,250,
1686861D,ZEMGRIPE 500/10/2.5/30MG B/100  (DETAIL),25,0,300,
,,Nombre d'articles :,57,,
Code Géo :,FORTIFIANTS 1,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2031795,ACFOL 5MG CPR B/25                 ,117,11,"2,010",
8103679,ACIDE FOLIQUE 5MG CREAFOL COMP,2,2,"1,790",
2293176,ACIDE FOLIQUE TONG 5MG CP/40,5,2,950,
5168632,ALVITYL EFFERVESCENT CPR BT 2X15,1,1,"6,410",
4493471,ALVITYL SP FL/150ML                ,1,2,"4,900",
8104101,ALVITYL TONUS CP B/20              ,4,1,"5,080",
2261064,AMIFER SIROP F/200ML               ,144,7,"2,890",
2032004,ANTINOREX CPR 4MG B/30,1,2,"2,070",
2296134,APETIL PLUS F/100ML                ,31,3,"2,990",
1507161,APMALT SP F/100ML,61,4,"5,850",
8342102,APPETINE 2MG SP F/100ML,1,2,"1,660",
8305590,APPETINE VIT SP 100ML,1,2,"2,620",
1207521,APPITOR SP F/100ML,27,3,"2,200",
2481787,APPYLAND SP FL 200ML,79,11,"3,570",
3006316,ARGININE VEYRON SP FL/250ML        ,1,1,"5,260",
4677308,ARTHROSTOP PLUS CP B/30            ,1,2,"7,270",
2283083,ASTYMIN FORTE CAPS B/20            ,2,3,"3,170",
2283120,ASTYMIN SN INJ PERF F/200ML        ,5,1,"5,850",
2282988,ASTYMIN SP F/110ML                 ,3,1,"3,250",
3570904,BEROCCA ENERG ORANG CP EFFERV B/30,1,0,"23,195",
8071896,BIBA SP FL/100ML,26,34,"2,480",
8043167,BIOFAR CALC+MAGN CP EFF B/25       ,24,2,"3,360",
4035685,BIOFAR CALCIUM D3 CP EFFV /20      ,27,3,"3,425",
8043210,BIOFAR CHROM ORGAN CP EFFV T/20    ,1,1,"3,930",
8043173,BIOFAR COMPLEX VIT B CP EFFV T/20  ,7,2,"3,620",
2294508,BIOFAR MAGNESIUM B6B2              ,7,1,"3,830",
8010185,BIOFAR MULTI 12 MINRX CP EFF B/20,24,2,"4,040",
8043144,BIOFAR MULTIVIT 12 CPEFFV T/20     ,13,4,"3,440",
8031804,BIOFAR MULTIVIT KID CP EFFV/20     ,2,2,"3,530",
2294514,BIOFAR POT+MAG CP EFF B/20,2,3,"3,360",
8031810,BIOFAR VIT ACE SE ZN CP EFFV/20    ,3,1,"4,190",
2294537,BIOFAR VIT C1000 CP EFFV T/20      ,7,1,"3,610",
8043204,BIOFAR ZINC ORGANIQ CP T/20        ,2,2,"4,050",
2252160,BIOFER 12 SP F/200ML               ,4,2,"2,490",
1254651,BIO-RITMO AMP 10ML B/20,30,4,"4,590",
3016450,CA C 1000 COMP EFF T/10            ,540,115,"2,690",
2253403,CA C1000 ORANGE CP EFF/10,36,3,"2,690",
3016591,CALCIBRONAT COMP EFF B/20          ,27,3,"2,450",
2255106,CALCID DENK CP EFF B/20            ,1,0,"5,510",
1107961,CALGEN 500/250UI CP B/30,13,15,"3,450",
1474651,CALSOURCE 500MG CP EFF B/20  ,240,6,"2,810",
2288643,CAPLEX SP F/100ML,3,0,"1,300",
1684561,CARBORIV GEL B/30,2,4,"2,760",
1684571,CARBORIV-S SIROP FL/200ML,36,8,"2,470",
1400111,CARTILAMINE + 500/400MG CP B/30,4,1,"5,540",
8123736,C-CAL GRAN EFF SACH B/10,226,6,"1,840",
9001082,CEVIT VIT C 100MG CPR B/10         ,1,6,"1,930",
1597451,CHERRY SIROP FL/200ML,4,0,"2,340",
1269061,CROSSCAL 500MG/500UI CPR PELLB/15,2,2,"4,135",
1669211,CVITAM 1G/1G/327MG SACHET B/10,149,0,"1,785",
8105201,CYPON SIROP,2,2,"4,010",
1244561,DESYREL S BUV F/200ML,5,3,"2,690",
1326891,DEXORICH SP 200ML,11,2,"2,070",
8169827,DYNAMOGEN AMP BUV B/20             ,17,21,"4,395",
2286897,EFLAVYL 200UI GELULE B/50         ,3,2,"4,060",
2297346,ESCODYNE CPR EFFV B/10             ,60,7,"2,090",
1417051,FAMCAL 250MG/100UI CP B/30,58,3,"4,270",
8114631,FEDATE GEL B/30,46,4,"2,550",
8055147,FEDATE SP FL 200ML                 ,190,53,"3,030",
8142165,FEKEY 33MG SP FL/200ML,7,2,"2,550",
8182118,FEMIFER SP F/200ML,9,2,"3,500",
8147665,FENUGREC VZ SP F/150ML,8,2,"2,480",
8105218,FERACID GEL B/36                   ,8,1,"1,940",
8123877,FERAMALT 100MG GEL B/20,33,3,"5,440",
2287603,FERAMALT SOL BUV F/100ML           ,281,9,"6,350",
1747631,FERAMORE SP FL/150ML,3,2,"3,440",
1525621,FERAT UNE 120MG SP FL/100ML,9,1,"3,150",
1354051,FERBOVIT SP F/225ML,25,6,"3,150",
2269580,FERCEFOL CPR B/30                  ,11,3,"1,750",
2269597,FERCEFOL SP F/150ML                ,77,11,"1,915",
8437943,FEREMI CPR PELL B/30,2,1,"1,890",
8416705,FEREMI SP 200ML,4,1,"2,340",
1669231,FERFOR PLUS SP F/200ML,5,0,"2,980",
8139306,FEROGLOBIN B12 GEL B/30,20,0,"6,795",
8170150,FEROGLOBIN B12 SP F/200ML,12,2,"7,080",
1745691,FEROKEM SP F/150ML,16,1,"4,135",
2290568,FEROX CAPS B/30,1,1,"3,570",
2291792,FEROX SP F/200ML                   ,2,1,"3,750",
1404441,FEROXYDE SP FL/100ML,1,2,"2,835",
8150880,FERPLEX 40MG ORALE F/15ML X10,26,3,"6,060",
8106198,FERRAVIT SP FL/200ML,1,3,"3,570",
1425371,FERREX FORTE CP B/30,1,1,"2,620",
8181219,FERREX FORTE SP F/200ML,20,2,"1,930",
1297031,FERROFIT PLUS SP F/200ML,24,3,"2,500",
1215771,FERROFIT SP F/200ML,356,67,"1,300",
2255514,FERROMIX SP FL/120ML,3,1,"2,010",
8160430,FERTILO FORTE DENK SACH B/30,3,1,"13,630",
5130397,FERTIMAX CP B/60                   ,4,1,"28,660",
8009615,FERVITAL SP F/100ML                ,2,0,"2,065",
1686341,FERVITI SP F/150ML,3,1,"1,680",
8145117,FIFER 160MG/7.5/0.5 SIR F/200ML,6,2,"2,410",
1228651,FIFER GEL B/30,1,0,"2,760",
8596908,FINANEMI 300MG/1MG CP B/30,114,2,"1,515",
8596920,FINANEMI SOL INJ 20MG B/5,40,2,"5,130",
8585307,FINANEMI SP F/200ML,2,2,"2,320",
8146341,FORTALINE 500MG CAPS B/20          ,10,2,"3,725",
2292811,FORTALINE SP F/100ML              ,2,0,"6,440",
3041809,FUMAFER COMP B/100                 ,9,3,"1,900",
2293236,FUMARATE AC FOL TM 0.2/100,114,9,"1,580",
1321641,GAMALATE B6 COMP B/20              ,12,2,"4,310",
1321651,GAMALATE B6 SOL BUV FL/80ML        ,3,4,"4,040",
2286012,GENES JUNIOR CPR EFFV BL B/10      ,2,2,"2,720",
2286006,GENES MULTI AD CP EFF B/10         ,3,1,"2,740",
2286035,GENES PLUS CPR EFFV BL B/12        ,17,2,"3,750",
2267635,GENES VIT MAGNESIUM CP B/10        ,1,2,"3,030",
8157818,GESTANE GROSSESSE CP B/30,1,1,"5,420",
7104754,GESTARELLE G CAPS B/30             ,1,1,"4,920",
1223651,GLUCART CP B/10,11,2,"1,700",
8148630,GYNOFER B12 GEL B/30,1,0,"2,895",
2268238,GYNOFER SP FL/200ML,2,2,"3,030",
2269918,HAEM UP GEMS B/30                  ,3,2,"1,300",
2264542,HAEM UP SP F/200ML                 ,14,2,"3,270",
1350711,HB PLUS 125MG/750 SP F/150ML,285,9,"4,500",
1404451,HEAMOCARE CP B/30,1,0,"2,480",
9033840,HEMAFER 100MG CP B/30,4,-5,"5,850",
8112721,HEMAFER 100MG CP EFF B/12,1,0,"4,545",
8146602,HEMAFER 50MG/5ML SP 125ML,157,0,"3,305",
8112738,HEMAFER FOLIQUE 100MG CP EFF B/12,1,1,"4,580",
1204491,HEMBRAN SIROP 200ML,3,1,"3,050",
8124291,HEMOFER S BUV F/200ML,53,3,"2,000",
9977989,HUILE DE FOIE DE MORUE COOPER 150ML,1,0,"6,440",
2295123,HYDROSOL POLYVIT EUROLAB GTTE 30ML ,3,2,"1,160",
3380960,IDEOS CP B/30                      ,2,1,"4,750",
2256436,IMMU C SACH B/10                   ,25,2,"1,830",
1212991,INDOFER GEL B/30,65,4,"2,615",
1213001,INDOFER SP F/200ML ,394,45,"2,620",
2269189,IREX 12 SP F/200ML                 ,3,3,"2,290",
1563291,JEVITON CAPS MOLLE B/30,4,0,"2,100",
1213631,JUVAMINE 4G TONIFIANT AMP B/10,1,1,"6,090",
8171847,JUVAMINE APPETIT ET TONUS 200ML,3,2,"4,630",
2283634,JUVAMINE FIZZ GOLD CP EFF          ,3,2,"5,380",
2252289,JUVAMINE FIZZ MG+VIT B6B2 EFF B/30 ,6,3,"3,550",
2274836,JUVAMINE FIZZ VIT C+CA EFF B/30    ,1,1,"3,540",
2252272,JUVAMINE GINS TONUS AMP BUV B/10   ,2,1,"5,610",
2252243,JUVAMINE VIT C 1000 CPR EFFV B/30  ,3,0,"3,500",
2252266,JUVAMINE VIT C 500 CPR CROQ B/30   ,1,2,"3,410",
2252237,JUVAMINE VIT C 500MG CP EFFV B/30  ,3,2,"3,570",
8157847,KIDOO MULTIVIT SP ENFT F/120ML,1,2,"3,670",
3057271,LAROSCORBINE 1G COMP EFF B/10      ,64,5,"1,810",
3584846,LAROSCORBINE 500 COMP CROQ B/30,2,0,"3,210",
1204501,LYCYP SIROP F/200ML,1,2,"2,650",
1269491,LYFER SP FL/200ML,15,0,"1,790",
2293733,MAG 2 100MG COMP B/60              ,4,2,"4,245",
2297033,MAG 2 AMP BUV 10ML B/30            ,194,30,"5,000",
2856018,MAG UP 24H CP B/15,47,2,"3,060",
8483541,MAGNAVIT CAPS B/30,1,1,"1,407",
3125009,MAGNE B6 DRAG B/50                 ,17,2,"3,195",
8158829,MAGNECARE CP B/50,2,1,"2,640",
8177850,MAGNES ACTIVE DENK GR STICK B/30,1,1,"5,910",
8160424,MAGNES DIRECT DENK STIKB/30,2,2,"6,120",
1118231,MAGNEZEN CP EFF B/12,3,2,"4,160",
2269309,MAGNORAL AMP BUV 10ML B/20         ,47,4,"3,470",
1597861,MALT CP B/30,1,0,"1,810",
1597851,MALT SIROP FL/120ML,44,4,"1,450",
1388851,MALTOFER SP FL/150ML,3,1,"2,620",
8399622,MAMOPAUSE CONFORT FEMININ CPR B/30,2,1,"11,235",
2264708,MAXIMAG AMP BUV B/30               ,21,0,"4,205",
8158841,MEMOBIOL GELU B/30,2,1,"13,220",
8332411,MUMFER SP F/150ML                  ,6,1,"2,990",
8146789,NATECAL D COMP B/60,1,2,"5,240",
1299841,NEUHEPTAVIT SP F/200ML,2,2,"2,760",
2264068,NOVAFER 50MG/5ML SP FL/200ML       ,23,2,"3,150",
2289559,NURABOL 2MG SP F/125ML             ,10,2,"1,930",
2289571,NURABOL 4MG SP FL/125ML,8,3,"2,760",
1334801,NURAVIT CP B/15,12,1,"2,920",
2286911,NURAVIT SP F/125ML                 ,146,31,"2,890",
8171623,NUTRIT SP F/200ML,1,0,"3,635",
8181998,OGESTAN CAPS B/30,4,2,"7,140",
2292314,OROFER GEL B/40                    ,5,1,"1,570",
2292320,OROFER SP FL/150ML                 ,234,17,"1,820",
8158775,OSTEOCARE CP /30,3,0,"6,990",
8158143,OSTEOSYL D3 CP B/30,2,0,"6,000",
2286383,PEDIAVIT SP F/100ML                ,3,2,"1,790",
2256152,PIDOMAG SOL BUV F/250ML,1,1,"4,080",
9001277,POLIFER SP F/250ML,16,1,"2,730",
8382426,POLYVIT SP FL/100ML,1,1,"1,790",
8160401,PRENATAL DENK CP B/30,3,1,"4,070",
2029427,RANFERON 12 CAPSULE B/30           ,10,0,"2,990",
2018607,RANFERON CAPSULES B/100            ,3,0,"6,300",
2290858,RANFERON PLUS GEL B/30,3,2,"2,890",
2018613,RANFERON SP F/200ML                ,91,9,"3,530",
8156960,RBC 125MG/5ML SP F/120ML,2,2,"5,770",
8156977,RBC F/100MG/0.35 CP B/30,1,2,"1,920",
8192619,REVITAL GELULE BT/30               ,3,2,"5,100",
3357317,REVITALOSE BUV AMP 5ML B/20        ,26,2,"6,240",
8124115,RICHFER 200MG FL/200ML,18,8,"3,445",
8179518,RICHFER GEL B/30,15,5,"2,760",
3092356,ROCMALINE AMP BUV 10ML B/20        ,2,0,"4,990",
1349641,ROIVIT MULTIVIT CP EFF B/20,13,2,"2,480",
8163724,ROIVIT VIT C 1000MG CPR EFFV B/20,6,0,"2,480",
8163730,ROIVIT VIT C+CALC CP EFF B/20,2,0,"2,495",
696040,RUBIRED 100/1.5/7.5MG CP B/10,1,0,"1,930",
3289283,SARGENOR AMP BUV 5 ML B/20         ,1,1,"4,200",
8150986,SAROVIT SP F/100ML,2,1,"2,410",
8413718,SECUVIT SP 200ML,1,0,"3,100",
1480111,SELENIUM ACE CP B/30,1,0,"6,230",
1087961,SITRUS SR CP B/30,1,1,"3,445",
1352471,SOLFER FORTE GEL B/30,1,1,"2,410",
8154725,SOLFER SP 200ML,4,2,"2,845",
8179300,SPECIAL KID MULTIVIT SP F/125ML,1,0,"4,825",
4090744,SPECIAL KID SP IMMUNITE F/125ML,1,0,"3,645",
2275327,S'SPIRULINE 400MG GEL POT /120       ,1,2,"10,030",
2276982,S'SPIRULINE 400MG GELULE B/40        ,11,2,"3,960",
1577041,STIMOL 1G SACH B/18                ,4,2,"5,370",
2289743,STIMOL AMP BUV 10ML B/18           ,9,3,"5,500",
1534491,TARDYFERON 20MG/ML ENF/AD 90ML,1,1,"5,370",
1506131,TARDYFERON 80MG CP B/30            ,8,2,"2,910",
8178387,TARDYFERON B9 COMP B/30            ,8,2,"3,090",
8402123,T-FER CPR B/30                     ,5,4,"2,310",
8394820,T-FER SP F/200ML                   ,21,7,"2,080",
3264550,TOCO 500 30 CAPS,11,3,"3,240",
9002443,TONIFER SIROP FL 200ML,5,2,"1,930",
3107313,TOTHEMA AMP BUV 10ML B/20          ,24,3,"5,590",
2009488,TRES ORIX FORTE SIROP F/250ML      ,38,4,"4,520",
2009873,TRES ORIX FORTE SP FL/100ML        ,103,4,"2,380",
1268321,TRIMETABOL SP FL/150ML             ,8,2,"3,400",
9020642,TROFOCARD MAX GRAN SACH B/12,57,2,"4,960",
2007880,UPSA C 1G COMP EFF B/10            ,339,73,"1,220",
3110870,UVESTEROL VIT ADEC GTTE /10ML      ,12,2,"1,900",
1414031,VICOMBIL FERRUM SP F/ 200ML               ,2,0,"9,760",
1481951,VIFERON B SOL BUV F/200ML,19,2,"2,345",
8147116,VIK VIT C 1000MG CP B/20,5,2,"2,090",
2034598,VITA C 1000 LAPR CPR EFFEV B/10         ,499,1,"1,050",
1345011,VITA CAC SUSP ORALE B10,396,0,"1,570",
2482651,VITAFER FORTE SP FL/100ML ,16,3,"2,500",
8401738,VITAFER SP F/200ML                 ,18,3,"3,580",
8218052,VITAMINE E FORTE MEPACO GEL B/20,6,2,"3,155",
1270231,VITAPLEX SP F/200ML,3,2,"2,400",
2038685,VITAVIT SP FL/100ML                ,1,2,"2,440",
8302752,VITCOFOL SP F/180ML                ,1,0,"3,000",
8181343,VIVAGEST CAPS B/30,18,0,"8,190",
1226571,ZENCOFER 50/5MG SP F/200ML,9,2,"3,000",
1513911,ZENCOFER GEL B/30,4,2,"2,500",
,,Nombre d'articles :,233,,
Code Géo :,FRIGO,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
3200509,DIPROSTENE SUSP INJ SER B/1        ,20,13,"4,520",
3757494,DUOTRAV 40MG+5MG/ML COLLY          ,2,1,"20,430",
3034867,EDUCTYL 2G ENFANT SUPPO BT 12      ,3,5,"2,135",
3034844,EDUCTYL 4G AD SUPP.B/12            ,30,2,"2,140",
8103828,HARMONIA SUSP INJ 150MG 1ML,120,0,"1,130",
8131747,INOSERP PAN AFRICA 10MLSERUM/1,3,2,"59,650",
2264602,INSU ACTRAPID HM 100UI FL/10ML,5,2,"7,580",
2264619,INSU INSULATARD HM 100UI FL10ML,1,2,"7,575",
2264625,INSU MIXTARD 30 HM 100UI FL10ML,36,5,"7,580",
2298297,INSULET RAPIDE 100UI/ML F/10ML          ,1,2,"6,780",
8124836,IOPROST COLLYRE F/5ML,2,2,"10,330",
8073725,LACOMA COLL F/2.5ML,9,2,"10,330",
8073754,LACOMA T CY 2.5ML,5,2,"11,715",
3772298D,LANTUS 100UI SOLOST STYL 3ML*5  (DETAIL),11,2,"10,200",
8142099,LATANO COLL 0.005 F/2.5ML,3,3,"10,530",
3646866,LOVENOX 4000UI INJ F/2        ,1,1,"8,680",
8161027,MECLON 500MG/100MG OVULE B/10,5,2,"4,820",
2673826,MONOPROST 50MCG CY DOSE B/30,26,5,"11,820",
3567664D,NOVOMIX 30 FLEXPEN 100U 5 (F) (DETAIL),3,0,"9,000",
3552740D,NOVORAPID FLEXP100U/ML STYLO B/5 (DETAIL),1,0,"9,000",
1211861,OXYTROY 5UI/ML INJ B/3,77,17,"1,170",
1632571,PHARMAKION 10MG/ML AMP B/3,1,2,"2,760",
8107430,RHOCLONE 300MCG PDRE INJ 2ML,5,3,"55,670",
8094561,SERUM ANTI TETANIQUE 1500UI B/1    ,22,5,"4,960",
3102801,SYNERGON AMP INJ 1ML B/3           ,6,1,"2,070",
3103019,SYNTOCINON 5UI AMP INJ 1ML B/3     ,1,4,"1,460",
1251321,TEST DE GROSESSE BABYCHECK STYLO,75,39,"1,000",
1130791,TEST GROSSESS GOLDEN TIME STYLO/1,271,0,"1,000",
8271951,TEST GROSSESSE UBI BANDELETTES B/20,3,0,"5,885",
8271951D,TEST GROSSESSE UBI BANDELETTES B/20  (DETAIL),65,4,500,
3584763,"TRAVATAN COLLYRE FL/2,5ML          ",10,2,"10,360",
2264045,"VAC VERORAB FL+SER 0,5ML B/1       ",4,3,"11,570",
3003805,VIT K1 10MG INJ/BUV AMP B/5       ,3,0,"6,380",
3012230,VIT K1 ROCHE AMP 2MG B/5 NOUR,1,1,"6,490",
3576025,"XALACOM COLLY SOL FL/2,5ML         ",1,0,"20,660",
8179197,"XALATAN 0,005% CY 2,5ML",1,1,"10,170",
3438412,XALATAN 0.005 COLLY FL 2.5ML BT 3F,1,0,"19,105",
,,Nombre d'articles :,37,,
Code Géo :,HYGIENE BUCCALES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1513931,ADNA BAIN BCHE ACTIF MENTE F/250ML,2,0,"2,100",
8598451,BROSSE A DENT FLUOKIDS P/1,7,0,640,
6043682,ELGYDIUM ANTIPLAQUE T/75ML,3,0,"3,940",
7241474,ELGYDIUM BLANCHEUR DENT 75ML       ,3,2,"4,800",
6554768,ELGYDIUM BROSSE DENT STANDARD DURE,1,2,"2,880",
6554745,ELGYDIUM BROSSE DENT STANDARD MEDIUM,11,4,"2,800",
1557811,ELGYDIUM DENTS SENS T/75ML       ,1,1,"3,940",
1244691,FLUOCARIL BIF145 BLANC 75ML      ,5,1,"3,350",
3627395,FLUOCARIL BIFLUO 250 MENT 75MLX2,1,1,"6,120",
3500849,FLUOCARIL BIFLUO 250 MENT F/75ML     ,4,2,"3,400",
8295791,FLUOJUNIOR DENTIFRICE 7-12ANS      ,4,3,"1,290",
2275422,FLUOKID DENTIF 2-6ANS T/50ML       ,32,1,"1,290",
8180042,FLUORYL BLANCHEUR DENTIF 75ML,1,2,"1,330",
2271387,FLUORYL BROSS DENT MEDIUM          ,20,1,"1,710",
2271393,FLUORYL BROSS DENT SOUPLE          ,2,0,"1,655",
