GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
8148630,GYNOFER B12 GEL B/30,1,0,"2,895",
2269918,HAEM UP GEMS B/30                  ,9,2,"1,300",
2264542,HAEM UP SP F/200ML                 ,21,2,"3,270",
1350711,HB PLUS 125MG/750 SP F/150ML,76,9,"4,500",
1456691,HB PLUS SOL INJ FL/5ML B/5,2,1,"10,030",
1404451,HEAMOCARE CP B/30,5,0,"2,480",
8112721,HEMAFER 100MG CP EFF B/12,2,0,"4,545",
8146602,HEMAFER 50MG/5ML SP 125ML,68,0,"3,305",
8112738,HEMAFER FOLIQUE 100MG CP EFF B/12,1,1,"4,580",
8112744,HEMAFER IM SOLUTION AMP INJ /5,2,1,"16,530",
8124291,HEMOFER S BUV F/200ML,13,3,"2,000",
9977989,HUILE DE FOIE DE MORUE COOPER 150ML,1,0,"6,440",
2295123,HYDROSOL POLYVIT EUROLAB GTTE 30ML ,8,2,"1,160",
2256436,IMMU C SACH B/10                   ,34,2,"1,830",
8174739,IMMUN ACTIVE DENK B/20,3,0,"6,560",
1212991,INDOFER GEL B/30,18,4,"2,615",
1213001,INDOFER SP F/200ML ,155,45,"2,620",
2269189,IREX 12 SP F/200ML                 ,7,3,"2,290",
1563291,JEVITON CAPS MOLLE B/30,4,0,"2,100",
2255299,JUVAMINE FIZZ 11VIT 7MIN CP EFF/30 ,2,2,"3,730",
2283634,JUVAMINE FIZZ GOLD CP EFF          ,3,2,"5,380",
2252289,JUVAMINE FIZZ MG+VIT B6B2 EFF B/30 ,3,3,"3,550",
2289370,JUVAMINE FIZZ TAURINE GINSENG CP EFF 30,8,2,"4,860",
2274836,JUVAMINE FIZZ VIT C+CA EFF B/30    ,3,1,"3,540",
2252272,JUVAMINE GINS TONUS AMP BUV B/10   ,1,1,"5,610",
2252243,JUVAMINE VIT C 1000 CPR EFFV B/30  ,7,0,"3,500",
2252266,JUVAMINE VIT C 500 CPR CROQ B/30   ,2,2,"3,410",
2252237,JUVAMINE VIT C 500MG CP EFFV B/30  ,1,2,"3,570",
3057271,LAROSCORBINE 1G COMP EFF B/10      ,32,5,"1,810",
3584846,LAROSCORBINE 500 COMP CROQ B/30,29,0,"3,210",
1204501,LYCYP SIROP F/200ML,1,2,"2,650",
1269491,LYFER SP FL/200ML,20,0,"1,790",
2293733,MAG 2 100MG COMP B/60              ,5,2,"4,245",
2297033,MAG 2 AMP BUV 10ML B/30            ,111,30,"5,000",
2856018,MAG UP 24H CP B/15,10,2,"3,060",
3297845,MAGNE B6 AMP BUV 10ML B/10         ,72,0,"2,200",
3125009,MAGNE B6 DRAG B/50                 ,3,2,"3,195",
8158829,MAGNECARE CP B/50,5,1,"2,640",
8160424,MAGNES DIRECT DENK STIKB/30,6,2,"6,120",
8104153,MAGNESIUM MARIN FORT GEL B/15,9,0,"4,515",
2269309,MAGNORAL AMP BUV 10ML B/20         ,20,4,"3,470",
1597851,MALT SIROP FL/120ML,105,4,"1,450",
2264708,MAXIMAG AMP BUV B/30               ,2,0,"4,205",
8158841,MEMOBIOL GELU B/30,3,1,"13,220",
8332411,MUMFER SP F/150ML                  ,4,1,"2,990",
1299841,NEUHEPTAVIT SP F/200ML,4,2,"2,760",
2264068,NOVAFER 50MG/5ML SP FL/200ML       ,8,2,"3,150",
2263985,NOVAFER CP A CROQUER B/30,1,1,"3,150",
2289559,NURABOL 2MG SP F/125ML             ,9,2,"1,930",
2289571,NURABOL 4MG SP FL/125ML,3,3,"2,760",
1334801,NURAVIT CP B/15,5,1,"2,920",
2286911,NURAVIT SP F/125ML                 ,93,31,"2,890",
8171623,NUTRIT SP F/200ML,1,0,"3,635",
3322916,OROCAL D3 CP A SUCER 200UI B/60          ,1,0,"6,975",
2292314,OROFER GEL B/40                    ,4,1,"1,570",
2292320,OROFER SP FL/150ML                 ,81,17,"1,820",
8158775,OSTEOCARE CP /30,11,0,"6,990",
8157706,OSTEOCARE SP F/200ML,1,0,"6,990",
8158143,OSTEOSYL D3 CP B/30,1,0,"6,000",
2256152,PIDOMAG SOL BUV F/250ML,3,1,"4,080",
9001277,POLIFER SP F/250ML,17,1,"2,730",
8382426,POLYVIT SP FL/100ML,1,1,"1,790",
2031476,POTENCIATOR AMP BUV 10ML B/20      ,1,1,"5,440",
2029427,RANFERON 12 CAPSULE B/30           ,1,0,"2,990",
2290858,RANFERON PLUS GEL B/30,7,2,"2,890",
2018613,RANFERON SP F/200ML                ,79,8,"3,530",
8156977,RBC F/100MG/0.35 CP B/30,2,2,"1,920",
3357317,REVITALOSE BUV AMP 5ML B/20        ,24,2,"6,240",
8124115,RICHFER 200MG FL/200ML,1,8,"3,445",
8163718,ROIVIT GINSENG PLUS CP EFF B/20,1,2,"2,920",
1349641,ROIVIT MULTIVIT CP EFF B/20,5,2,"2,480",
8163724,ROIVIT VIT C 1000MG CPR EFFV B/20,2,0,"2,480",
8163730,ROIVIT VIT C+CALC CP EFF B/20,6,0,"2,495",
3289283,SARGENOR AMP BUV 5 ML B/20         ,1,1,"4,200",
1087961,SITRUS SR CP B/30,2,1,"3,445",
1426791,SOLFER LITE 50MG/350 FL/200ML,1,1,"2,670",
8154725,SOLFER SP 200ML,9,2,"2,845",
4135642,SPECIAL KID NEZ/GORGE SP F/125ML,1,0,"3,580",
2276982,S'SPIRULINE 400MG GELULE B/40        ,10,2,"3,960",
2289743,STIMOL AMP BUV 10ML B/18           ,8,3,"5,500",
3482330,SUPRADYNE COMP EFFER B/10          ,15,0,"3,445",
1506131,TARDYFERON 80MG CP B/30            ,2,2,"2,910",
8178387,TARDYFERON B9 COMP B/30            ,8,2,"3,090",
8402123,T-FER CPR B/30                     ,5,4,"2,310",
8394820,T-FER SP F/200ML                   ,33,7,"2,080",
3264550,TOCO 500 30 CAPS,4,3,"3,240",
9002443,TONIFER SIROP FL 200ML,7,2,"1,930",
3107313,TOTHEMA AMP BUV 10ML B/20          ,13,3,"5,590",
2006260,TRES ORIX FORTE CAPS               ,2,2,"3,530",
2009488,TRES ORIX FORTE SIROP F/250ML      ,25,4,"4,520",
2009873,TRES ORIX FORTE SP FL/100ML        ,75,4,"2,380",
1471871,TRIVIT B CP B/20,3,0,"3,440",
9020642,TROFOCARD MAX GRAN SACH B/12,17,2,"4,960",
2007880,UPSA C 1G COMP EFF B/10            ,247,73,"1,220",
3322218,UVEDOSE 1M  AMP BUV F/2ML,1,1,"1,350",
3110870,UVESTEROL VIT ADEC GTTE /10ML      ,17,2,"1,900",
3289679,UVIMAG B6 AMP BUV 10ML B/20        ,3,0,"4,880",
8147116,VIK VIT C 1000MG CP B/20,8,2,"2,090",
1345011,VITA CAC SUSP ORALE B10,488,0,"1,570",
8401738,VITAFER SP F/200ML                 ,32,3,"3,580",
2276611,VITAMINE C GALENICA 1G CPR EFFV B/20,3,1,"2,340",
1270231,VITAPLEX SP F/200ML,128,2,"2,400",
3354158,VITASCORBOL 500MG SS CP T/12       ,9,0,"1,305",
3354164,VITASCORBOL TAMP 500 COMP/2X12     ,4,0,"2,620",
8524346,VITFOR SP F/200ML,2,0,"2,725",
8181343,VIVAGEST CAPS B/30,8,0,"8,190",
8154731,WELVIT PLUS CP B/30,1,1,"4,205",
1226571,ZENCOFER 50/5MG SP F/200ML,1,2,"3,000",
1513911,ZENCOFER GEL B/30,6,2,"2,500",
,,Nombre d'articles :,207,,
Code Géo :,FRIGO,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
2274606,ANALISA TEST DE GROSSESSE B/1      ,17,0,"1,500",
3200509,DIPROSTENE SUSP INJ SER B/1        ,21,13,"4,520",
3034867,EDUCTYL 2G ENFANT SUPPO BT 12      ,2,5,"2,135",
3034844,EDUCTYL 4G AD SUPP.B/12            ,15,2,"2,140",
8103828,HARMONIA SUSP INJ 150MG 1ML,58,0,"1,130",
8131747,INOSERP PAN AFRICA 10MLSERUM/1,1,2,"59,650",
2264625,INSU MIXTARD 30 HM 100UI FL10ML,20,5,"7,580",
2298280,INSULET MIX 30 100UI/ML F/10ML     ,1,2,"6,750",
2254271,INSULET NPH 100UI/ML F/10ML        ,2,0,"6,750",
2298297,INSULET RAPIDE 100UI/ML F/10ML          ,4,2,"6,780",
8073754,LACOMA T CY 2.5ML,1,2,"11,715",
3772298D,LANTUS 100UI SOLOST STYL 3ML*5  (DETAIL),6,2,"10,200",
8142099,LATANO COLL 0.005 F/2.5ML,4,3,"10,530",
2673826,MONOPROST 50MCG CY DOSE B/30,2,5,"11,820",
3567664D,NOVOMIX 30 FLEXPEN 100U 5 (F) (DETAIL),10,0,"9,000",
3552740D,NOVORAPID FLEXP100U/ML STYLO B/5 (DETAIL),4,0,"9,000",
1211861,OXYTROY 5UI/ML INJ B/3,7,17,"1,170",
2477240D,PHARMACINON 5UI/ML INJ B/10  (DETAIL),16,0,400,
8482004,PHARMACINON 5UI/ML INJ B/3,30,0,"1,185",
8107430,RHOCLONE 300MCG PDRE INJ 2ML,2,3,"55,670",
3102801,SYNERGON AMP INJ 1ML B/3           ,2,1,"2,070",
9999092,TEST D OVULATION SURETEST B/10,1,0,"13,800",
1251321,TEST DE GROSESSE BABYCHECK STYLO,24,39,"1,000",
1130791,TEST GROSSESS GOLDEN TIME STYLO/1,68,0,"1,000",
1552611,TEST GROSSESSE STYLO ELIO TEST,44,0,"1,000",
4832418,TEST GROSSESSE SURETEST/1,10,0,"1,150",
3584763,"TRAVATAN COLLYRE FL/2,5ML          ",1,2,"10,360",
2272211,UNIMARK HCG TEST,1,0,"1,140",
3012230,VIT K1 ROCHE AMP 2MG B/5 NOUR,2,1,"6,490",
3576025,"XALACOM COLLY SOL FL/2,5ML         ",3,0,"20,660",
3422397,XYLOCAINE 1% FL INJ 20ML B/1       ,3,0,"1,600",
3422405,XYLOCAINE 2% FL INJ 20ML B/1,7,0,"1,580",
,,Nombre d'articles :,32,,
Code Géo :,HYGIENE BUCCALES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
8155699D,BROSS DENT ORAL B 123 B/12  (DETAIL),13,0,700,
2474785,DIGEST HALEINE CPR BT/14,2,1,"5,885",
7241474,ELGYDIUM BLANCHEUR DENT 75ML       ,1,2,"4,800",
7834412,ELGYDIUM BROSSE A DENT VITALE MEDIUM,1,0,"3,550",
6554768,ELGYDIUM BROSSE DENT STANDARD DURE,6,2,"2,880",
6554745,ELGYDIUM BROSSE DENT STANDARD MEDIUM,2,4,"2,800",
6554751,ELGYDIUM BROSSE DENT STANDARD SOUPLE ,1,0,"2,815",
1251231,ELGYDIUM PROT CARIES 75ML AFR     ,4,1,"3,960",
8179524,EMAIL DIAM BLAN ABS 75ML,2,0,"3,660",
8142308,EMAIL DIAMANT DBL BLNCHR 75ML,1,1,"3,970",
1244691,FLUOCARIL BIF145 BLANC 75ML      ,9,1,"3,350",
6038333,FLUOCARIL JUNIOR 6/12ANS FRUITS ROUGES,2,0,"2,920",
1627801,FLUOCARIL KIDS FRAIS 3/6ANS    ,2,0,"2,130",
8295791,FLUOJUNIOR DENTIFRICE 7-12ANS      ,2,3,"1,290",
2275422,FLUOKID DENTIF 2-6ANS T/50ML       ,9,1,"1,290",
8180042,FLUORYL BLANCHEUR DENTIF 75ML,3,2,"1,330",
2271370,FLUORYL BROSS DENT DURE            ,1,0,"1,710",
2271387,FLUORYL BROSS DENT MEDIUM          ,3,1,"1,710",
2271364,FLUORYL BROSSE DENTS ENF,2,2,"1,710",
2271424,FLUORYL DENTIFRICE T/125ML         ,21,2,"1,990",
8152117,FLUORYL DENTIFRICE T/75ML          ,20,1,"1,370",
428495,LISTERINE BAIN BCHE PROTECT 250ML  ,3,0,"2,320",
1109341,LISTERINE FRAICH INTENS 250ML,1,0,"2,320",
1614261,LONGRICH PATE D THE BLANC 200G,13,3,"4,400",
1242771,ORAL B EXTRA FRESH DENT T/90G,1,1,970,
8141734,ORAL B EXTRA FRESH GEL T/130G,13,0,"1,440",
8147748,ORAL B FRESH MINT DENT T/90G,20,0,"1,300",
8144632,ORAL B FRESH MINT GEL 140G,10,0,"1,720",
2481084,ORAL B HERBAL MINT GEL 130G,3,0,"1,440",
2474701,ORAL B STRONG TEEN EXT FRE 40G,1,0,460,
7384966,PAROGENCYL DENTIF GENC SENS 75ML,2,0,"2,790",
8394501,PIERROT BAIN BCHE ANTI-PLAQ F/500ML,1,0,"1,875",
8394518,PIERROT BAIN BCHE HYGIENE TOTALE F/500ML,2,0,"2,065",
8394116,PIERROT BROSS DENT BABY 6/24MOIS,4,0,910,
8393973,PIERROT BROSS NEW ACTIVE MED/1,7,0,"1,050",
8394085,PIERROT BROSSE A DENT PIWY 2/6 ANS,3,0,785,
8394056,PIERROT BROSSE DENT GUSY 2/8 ANS B/2,1,0,"1,305",
8555648,PIERROT PATE DENT ANTI-PLAQUE T/75ML,2,0,"1,150",
8557133,PIERROT PATE DENT PIWY FRAISE T/75,2,0,"1,275",
9000160,SENSODYNE BAD PRECISION MEDIUM,1,0,"1,890",
9696925,SENSODYNE DENT RAPIDE T/75ML       ,4,1,"2,400",
3094905001306,SENSODYNE MENT FRAI BBCHE500ML,2,0,"2,065",
4119169,SENSODYNE MULTI PROTEC DENT T/75ML,1,2,"2,290",
9000154,SENSODYNE R&P BLANCHEUR 75ML,2,2,"2,690",
8163664,SENSODYNE REPAR PROTEG T75ML,2,2,"2,710",
6302639,SENSODYNE SOIN BLANCHEUR 75ML       ,1,0,"1,820",
8348903,SENSODYNE SOIN COMPLET 75ML      ,21,2,"1,680",
6301544,SENSODYNE SOIN NETTOY 24H 75ML,1,0,"4,620",
,,Nombre d'articles :,48,,
Code Géo :,MEDICAMENTS ORDINAIRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
3352892,ABUFENE 400MG COMP B/30            ,2,0,"3,805",
8130937,ALMAX 1G SP F/225ML,1,4,"2,070",
8130920,ALMAX FORTE 1.5MG G SUSP BUV SACHET B/30,51,23,"4,440",
8108174,ANTICID PLUS SP FL/200ML,2,2,"1,810",
3352917,ATEPADENE 30MG GELU B/30           ,2,1,"5,250",
8175673,BABY CARE F/150ML,2,2,"2,150",
2035422,BECIDOUZE CP B/20                  ,7,1,"3,390",
3229708,BEDELIX SACHETS B/30               ,6,2,"4,425",
8394783,BEZINC GEL B/30                    ,18,2,"3,440",
1194491,CARBOPHOS COMP B/40                ,4,0,"3,558",
3273129,CARBOSYLANE GELULE B24  ,3,2,"3,040",
3990397,CHOPHYTOL DRAG B/60                ,3,0,"1,630",
8161228,CITAL LIQ 1.37/5ML S BUV 100ML,3,1,"3,180",
2263956,COLINIL GTTES BUV FL/15ML          ,2,2,"2,070",
1743091,CYCLO 3 FORT GELU PIL/30 AFR,2,0,"4,110",
8179412,DAFLON 1000MG CPR PELL B/30,6,2,"11,320",
3286600,DAFLON 500MG CP B/30,3,2,"5,650",
3028476,DECONTRACTYL 250MG CP B/50         ,18,5,"1,595",
2255224,DIASTOP SP F/60ML                  ,6,1,"1,650",
3030881,DICYNONE 250MG AMP INJ B/4,4,3,"3,450",
3030906,DICYNONE 500 GEL B/20             ,17,2,"4,820",
3290599,DIFFU K GELULE B/40                ,1,1,"2,270",
3031159,DIFRAREL E DRAG B/24               ,3,2,"3,280",
1523361,DOLOCAP CPR 80MG BT30,6,0,"1,800",
3675193,DONORMYL CP B/10                   ,11,1,"2,590",
3675201,DONORMYL CPR EFFV B/10             ,1,2,"3,140",
2769319,DUPHALAC BUV SAC/15ML B/20,13,3,"2,920",
3523514,DUPHALAC SOL BUV FL/200ML          ,2,3,"1,820",
2298245,EUCARBON CPR B/30                  ,13,4,"3,440",
4420059,FLOREA GEL B/30,1,0,"5,070",
2027084,FORLAX 10G BUV SACH B/10           ,4,3,"2,360",
3389978,FORLAX 10G BUV SACH B/20           ,7,2,"4,080",
3159333,FRUCTINES 5MG CP B/30              ,23,4,"2,730",
3042387,GANIDAN COMP B/20                  ,1,0,"1,000",
2289312,GASTROMAG 250MG SP F/200MLL,3,0,"1,260",
3679096,GAVISCON COMP B/20                 ,4,0,"2,120",
3228502,GAVISCON SIROP AD FL/250ML         ,3,2,"3,970",
3309525,GAVISCON SUSP SCHT B/24            ,6,1,"4,961",
8173674,GENACID SUSP BUV F/200ML,20,5,"1,380",
2019156,GESTID COMPRIMES B/20              ,26,7,"1,105",
2291898,GINKOCER 40MG CPR B/30             ,2,2,"4,200",
2033274,GLYSS ADULTE SUPPO B/10            ,1,5,"1,160",
2266825,GLYSS BB SUPPO B/10                ,10,3,950,
8011718,GYNOSPAN SUPP B/10                 ,3,1,"2,070",
1312791,HEMOREX KIT CREME+ CP B/30,12,2,"3,860",
8342220,HEMOREX SUPPO B/10,1,2,"2,205",
2273268,HEPATIC GEL B/50                 ,9,1,"4,880",
8170546,HEPATOUL SOL BUV 125ML        ,3,1,"4,980",
4369162,HEPAX SOL BUV F/125ML              ,2,0,"3,790",
9001159,HEPAZYME GELU B/30,3,1,"1,710",
2275008,INTIMITE GEL B/50                  ,4,0,"5,440",
3321733,KALEORID LEO LP 600MG B/30         ,1,2,"1,510",
3953568,LIDENE CPR SECA 15MG BT10,3,1,"2,605",
8130506,LORATOL SP F/100ML,1,2,"2,760",
2268741,LORINOL 10MG CPR B/10              ,8,1,"1,720",
3538220,MAALOX COMP B/40                   ,1,2,"2,730",
3538295,MAALOX SIROP FL/250ML              ,9,2,"2,410",
3545504,MAALOX STICK SACH CITRON B/20,35,5,"3,930",
3065307,MAXILASE 3000 COMP B/24            ,9,0,"3,600",
3065299,MAXILASE SP FL/125ML               ,9,3,"2,550",
2475913,MEGACID CP A CROQUER B/20,4,1,"1,380",
8524228,MEGACID SUSP BUV F/200ML,8,2,"1,670",
2278768,MEGAMYLASE 3000 CPR B/24           ,2,0,"3,745",
3500387,MEGAMYLASE SP FL/125ML             ,1,1,"2,600",
3325406,METEOSPASMYL CAPS B/20             ,2,2,"3,280",
3066933,METEOXANE GEL B/60                 ,1,2,"3,040",
3406518,MUCOMYST 200MG SACH B/18            ,5,2,"2,600",
3276576,NEOCODION DRAG B/20                ,8,1,"1,695",
9001805,NEUROBION DRAGEES B/20             ,3,2,"3,030",
8595659,NEUTROSEC S ORAL FL/200ML,2,1,"4,550",
8169856,NO SPA 40MG CPR B/20               ,5,2,"1,790",
2039093,NO SPA 80MG CP B/20,4,1,"3,270",
1321661,NUCLEO CMP FORTE GELU B/30,25,1,"6,390",
1353191,NUGEL SUSP FL /200ML,2,1,"2,755",
1602831,OCUGUARD GEL B/20,3,1,"6,890",
3320521,PEPSANE GEL SACHET 10G B/30        ,4,2,"5,300",
8181231,PEPTEX 250MG/250MG/50MG SUSP BUV F/200ML,2,2,"2,070",
1218121,PERISPASM 80MG CPR ORODISP B/10,3,1,"1,650",
8178022,PERMIXON COMP B/60                 ,1,0,"24,970",
3082286,"PHENERGAN 0,025G COMP B/20         ",4,0,990,
2262589,PINKOO GRIPPE WATER FL/120ML       ,23,2,"2,030",
3422730,POLARAMINE 2MG COMP B/20           ,7,0,"1,375",
7273401,PRIMALAN 10MG COMP SEC B/14        ,8,2,"4,860",
7273381,PRIMALAN 5MG CP SECAB BT/14        ,12,3,"3,040",
7273451,PRIMALAN SP FL/60ML                ,47,4,"1,900",
2027150,PRINCI B FORT COMP B/30            ,15,3,"5,470",
2276930,PRONERV CPR BT/20                  ,21,3,"3,580",
8156948,PURGALAX CP B/30,1,1,"3,495",
8172054,QUINTANA 10MG CP B/14,11,2,"4,000",
1294171,QUINTANA 2.5MG S BUV FL/60ML,5,0,"1,790",
8172060,QUINTANA 5MG CP B/14,4,2,"2,480",
2274919,RELCER SUSP FL/180ML               ,3,0,"2,070",
8595487,RENERVE P GEL B/30,25,1,"9,650",
8408628,RENERVE PLUS GEL B/30,4,2,"8,200",
3302902,RENNIE CP SS SUCRE MENTHE ,1,0,"10,110",
3247770,RENNIE TABL B/48                   ,2,0,"2,410",
3091374,RIBATRAN COMP B/20                 ,7,3,"3,970",
1246481,ROBOCID GEL SUSP BUV FL/200ML,8,2,"1,260",
3216723,ROCGEL SUSP BUV SACH B/24          ,1,1,"3,800",
8178683,SEDORRHOIDE SUPPO BT8              ,2,2,"2,620",
2009465,SKILAX GTTE FL/15ML                ,37,4,"1,860",
2023904,SMECTA PDRE SACH B/10              ,14,3,"1,520",
3192307,SMECTA SACH B/30                   ,2,2,"4,420",
3098583,SPASFON AMP INJ 4ML B/6            ,14,0,"3,295",
3098608,SPASFON COMP B/30                  ,7,6,"2,470",
3186301,SPASFON LYOC 80MG CP SOLUBLE B/10     ,5,5,"2,625",
3098614,SPASFON SUPPO B/10                 ,155,19,"2,540",
8156629,SPASMEX CP B/10,6,10,740,
8156641,SPASMEX SUPPO B/6,99,4,"1,350",
3751126,SPASMOCALM 80MG CP ORO B/20,2,2,"2,865",
8170486,SPASMOSYL 80MG CP B/20,3,2,"2,070",
8170492,SPASMOSYL SUPPO B/10,14,3,"2,000",
3299040,TANAKAN B/30 COMP                  ,6,2,"6,080",
3560022,TANGANIL 500MG CPR B/30            ,28,3,"4,230",
3521113,TIORFAN 10MG PDRE NN SACH B/16     ,4,1,"4,550",
3230077,TITANOREINE SUPPO B/12             ,7,2,"9,055",
3572458,VASTAREL 35MG CPR B/60            ,2,1,"8,860",
2027061,VENOSMIL GELUL B/20                  ,2,1,"4,105",
8152790,VISCID GEL SUSP BUV F/200ML,43,2,"2,650",
1312321,VISCID SUSP BUV SACHET  B/20,38,9,"3,660",
8103283,ZINC 15MG CPR B/30,4,1,"2,765",
,,Nombre d'articles :,121,,
Code Géo :,MEDICAMENTS ORL,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1560711,A CERUMEN 2ML DOSE B/10            ,1,1,"2,680",
2264134,ANGINOVAG AERO/10ML                ,18,4,"2,800",
3005328,ANTIBIO SYNALAR GTTE AUR /10ML     ,1,3,"2,000",
3008456,ATURGYL SOL NAS NEBUL FL/15ML      ,3,2,"1,840",
3832244,"AVAMYS 27,5MG/PULV.NAS.F/120DOSES  ",5,0,"2,600",
7893455,BABYSOIN SER PHYSIO UNID B/20,2,1,"2,090",
3152874,BETADINE GARGAR FL/125ML VERT      ,1,2,"1,650",
1300761,BICARBONATE DE SODIUM GILBERT B/250G,10,3,"1,620",
8245617,BICARBONATE DE SODIUM PLD B/250G,12,5,"1,050",
8207574,BLEU METHYLENE 2% 60ML VALDA,1,0,"1,310",
2297234,BUCCOTHYMOL B BCHE F/150ML,15,3,"1,420",
8378790,CANDID COLLUTOIRE FL 15ML          ,11,3,"2,090",
3020049,CERULYSE GTTE AURI FL/10ML         ,6,2,"2,070",
2030181,CETRAXAL OTICO GTTE AUR FL/10ML    ,5,1,"4,850",
2293963,"CETRAXAL+3MG/0,25MG GTTE AURIC 10ML",2,2,"5,530",
2253426,C-PLUS COLLUTOIRE F/50ML           ,2,0,"2,900",
3473265,DACRYOSERUM COLLYRE UNID 5ML BT/20 ,7,2,"3,580",
3268068,DAKTARIN GEL BUCCAL T/40G          ,11,0,"4,740",
4243030,DELABARRE GEL TUBE/ 20G            ,1,1,"3,185",
3482382,ELUDRILPRO BAIN BCHE F/200ML,12,3,"3,470",
3355873,FLIXONASE 120 DOSES SUSP NAS       ,4,2,"5,790",
8173444,HEXIDINE BAIN BOUCHE 160ML,3,3,"1,630",
3132765,HUMEX COLLUT PRESS FL/35ML         ,24,0,"2,525",
3284771,ISOFRA GTTES NASALES FL/15ML       ,3,2,"1,700",
1264251,MICAZOLE GEL ORAL T/20G,3,5,"1,450",
8177324,NASO GH 0.05 GTTE F/10ML,16,0,940,
8177330,NASO GH GTTE 0.1% F/10ML,29,5,"1,350",
3430126,NASONEX 50CG/DOSE F/120DOSES       ,1,0,"12,330",
3486687,NASONEX 50UG PULV NAS F/40DOSE     ,1,2,"6,750",
3398635,"OFLOCET SOL AURIC 20UNIDX0,5ML     ",4,0,"5,950",
1478431,OTICAL SOL AURIC F/15ML,6,5,"1,685",
1635981,OTIPAX SOL AURIC GTTE F/15ML       ,18,4,"2,120",
3280520,OTOFA SOL AURIC FL/10ML            ,4,2,"3,130",
1301511,OTOREX ED GOUTTE AURIC F/10ML,26,3,"1,380",
3182800,"OTRIVINE 0,05% ENF GTTE /10ML      ",22,0,"1,735",
2267492,"OTRIVINE 0,1% AD GTTE F/10ML ",19,5,"1,920",
3192253,PANOTILE GTTE AURIC FL/8ML         ,5,2,"1,790",
1692371,PHYSIODOSE SERUM PHYSIO B/15       ,15,4,"1,800",
1336481,PHYSIODOSE SERUM PHYSIO B/30       ,8,2,"3,080",
3153342,POLYDEXA GTTE AURIC FL/10ML        ,17,3,"2,095",
707937,RAPIDEX 0.05% SPRAY ENF F/10ML,1,0,"1,170",
707920,RAPIDEX 0.10% SPRAY ADU F/10ML,8,2,"1,170",
2273618,RESPIBIEN GTTE NASALE F/15ML       ,45,2,"1,835",
3515822,RHINOCORT 64MCG GTTE NAS 120 DOSES ,8,2,"8,430",
3263711,RHINOFLUIMUCIL GTTE NAS F/10ML     ,1,1,"2,300",
8488314,RINASAN AD 0.1% F/10ML,6,0,"1,060",
8488283,RINASAN ENF 0.05% F/10ML,1,0,"1,060",
8342361,"SEPTYL 0,1%BAIN BCHE F/200ML       ",1,2,"1,890",
8103550,SOLUTAN C SOL BB F/125ML,16,3,"1,320",
7091856,STERIMAR AER 100ML                 ,3,0,"4,850",
4647626,STERIMAR BEBE SOL NAS F/50ML       ,29,1,"3,815",
2018381,VIBROCIL GTTE                      ,9,0,"2,100",
2298400,"XYLO ACINO 0,05% SPRAY ENF FL/10ML",2,0,"1,340",
2298417,"XYLO ACINO 0,1% SPRAY ADUL F/10ML  ",5,0,"1,650",
,,Nombre d'articles :,54,,
Code Géo :,PETITS MATERIELS,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
7365667,ALCOOL 60°COOPER F/125ML           ,1,0,"1,105",
1489611,ALCOOL 60°SPRAY F/125ML,10,4,800,
4637378,ALCOOL 70°COOPER F/125ML ,1,0,"1,110",
7365644,ALCOOL 90°COOPER F/125ML,2,0,"1,170",
1300111,ALCOOL 90°COPACI F/125ML,21,2,900,
1300141,ALCOOL 90°COPACI F/1L,1,1,"4,400",
1489631,ALCOOL 90°COPACI SPRAY F/125ML,23,0,880,
1489651,ALCOOL 90°COPACI SPRAY F/250ML,7,2,"1,635",
1273091,BANDE CREPE COTON PHD 15CMX4M,1,0,"1,120",
2265470,BANDE CREPE LABELL CELLO 4MX10     ,24,4,910,
8204736,BANDE CREPE LABELL CELLO 4MX7CM    ,6,8,670,
8204720,BANDE CREPE LABELL CELLO 4X5CM     ,11,4,490,
8204825,BANDE CREPE LABELL ETUI 4MX15,2,1,"1,360",
8109512,BANDE VELPEAU CREPE 4MX7CM,9,2,"1,140",
6604756,BIPLATRIX BANDE 2MX10CM            ,2,0,"1,050",
8102875,CATHETER G20 PEN ROSE,5,11,480,
8102881,CATHETER G22 PEN BLEU,17,7,480,
8102869,CATHETER G24 PEN JAUNE,15,12,565,
2276396,COLLECTEUR D'URINE CPF B/1,6,4,570,
8211950,COMPRESS PURIF LABELL 20X20 P/10   ,19,10,385,
8211966,COMPRESS PURIF LABELL 30X30 P/10  ,17,2,705,
8211972,COMPRESS PURIF LABELL 40X40 P/10   ,54,17,900,
8212032,COMPRESS PURIF LABELL 40X40 P/100  ,2,2,"6,920",
8211989,COMPRESS STER LABELL 20X20 P/10    ,4,0,610,
8212003,COMPRESS STER LABELL 40X40 P/10    ,84,4,"1,290",
6590907,COTON CHIR LOHMAN 100G            ,19,0,"1,040",
8212575,COTON HYDRO LABELL 100G          ,8,0,"1,290",
8212581,COTON HYDRO LABELL 200G          ,1,2,"2,140",
8252793,COTON HYDRO LABELL 25G,2,6,500,
