GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
1588741,PCM 1G CP B/16,2,0,"1,250",
1207511,PCM 250MG SP F/60ML,4,2,"1,000",
4094386,PELADOL FIZZI 1000MG CPR EFF B/16,2,0,"2,310",
1848371,PELADOL FIZZI 500MG CPR EFF B/16,4,0,"1,260",
2254791,PLAPAR SUSP BUV F/60ML             ,4,0,880,
9001308,RALDOL CP B/10                     ,57,2,"1,130",
8149888,RELAXON 250MG/300MG GEL B/30,1,2,"3,360",
8163747,ROIPAR 1000MG CP EFF B/16,13,3,"2,230",
1393201,ROIPAR 125MG SIR F/100ML,70,1,"1,105",
8175489,ROIPAR 500MG CP EFF B/16,49,0,"1,200",
8163753,ROIPAR PLUS CP EFF B/16,2,2,"2,200",
2009838,SARIDON COMP B/10                  ,34,2,"1,250",
3488516,SEDASPIR COMP B/20                 ,118,13,"1,990",
8386430,STRIMOL EXTRA CP B/20,18,2,"1,750",
1205181,XYKAA EXTEND 1000MG CP B/20,4,2,"3,030",
,,Nombre d'articles :,108,,
Code Géo :,ETAT GRIPPAL,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1523431D,AARCOLD 325MG/5MG/2MG CP B/100  (DETAIL),76,20,300,
8423349,AFINE 500MG CPR PELL SEC B/20,13,2,"5,635",
8423349D,AFINE 500MG CPR PELL SEC B/20  (DETAIL),159,3,300,
8310504,ANTIGRIPINE VIT C CPR BT 12        ,5,1,"1,780",
1721181,APFLU 500MG CPR B/80,1,1,"4,960",
1721181D,APFLU 500MG CPR B/80  (DETAIL),48,11,250,
1548391,APFLU PDR EFF SACH B/10,22,12,"2,475",
3019407,COQUELUSEDAL ENF SUPPO,1,1,"1,790",
3756046,COQUELUSEDAL SUPPO NOUR            ,1,1,"1,890",
3412559,DOLIRHUME COMP B/16                ,8,0,"2,690",
1267241,DRILL RHUME 500MG/4MG CP/16,6,0,"2,340",
8152488,FEBREX PLUS CP B/10,7,2,"1,335",
8110900D,FEBRILEX PLUS CP BLIST X 4    (DETAIL),405,26,450,
3270591,FERVEX AD SACHET B/8               ,55,21,"2,590",
3351579,FERVEX ENF GLES SACH B/8           ,13,3,"2,560",
0805771,FERVEX GOUT FRAMBOISE AD SCHT B/8,3,5,"2,590",
1594431,GENSIL MAUX  GORGE MENTHE B/24,3,0,"2,600",
8147211,GRIPEX 4.5MG PDRE SUSP BUV SACH,49,9,"2,700",
1408741,GRIPMAX CP B/10,11,4,"1,200",
3447463,HUMEX RHUME CPR JOUR ET NUIT       ,3,1,"2,535",
8342243,KINAL SUPPO ENFANT B/10,2,1,"1,102",
8342266,KINAL SUPPO NN BT/10        ,1,0,900,
8081802,LITACOLD CPR 20XBL4,49,28,"5,500",
980818,LITACOLD CPR DETAIL PL/4           ,"1,954",13,300,
1618841,LITACOLD SINUS 325/5MG CP B/16,7,0,"2,070",
1578141,MAXIGRIP SACHET B/10,1,3,"2,490",
8166697,MEDICOLD RELIEF CP B/20,2,1,"1,960",
8142538,NEUTROCOLD 2/5/500MG CP/100,2,0,"6,890",
8142538D,NEUTROCOLD 2/5/500MG CP/100  (DETAIL),265,20,250,
2256034,PHARMAGRIP SS GEL B/14             ,2,0,"1,790",
1425391D,RAPIDEX 500/10/30/2.5MG CP B/80  (DETAIL),37,8,350,
8181248,RAPIDEX SACH B/10,25,2,"3,170",
1261661,REMIFLU 500MG/10MG/2.5MG CP B/10,53,16,"2,300",
8170724,RHINOPAROL 650/10/4MG CP B/20,13,0,"2,620",
8111822,RHUMAGRIP COMP                     ,68,9,"1,585",
8173409,RHUMIX 50MG SACHET B/10,17,1,"2,690",
9003543,RHUVEX ADULTE SACH B/8 ,5,0,"1,515",
2268385,RINOGRIP SACH B/10                 ,12,2,"2,550",
1242251,RINOGRIP SS SACH B/10,3,3,"2,550",
8003682,RINOMICINE 10MG SACH B/10          ,26,6,"2,000",
1656941,ROIPAR GRIPPE CP B/40,3,1,"2,550",
1567281,TOUX RELIEF PAST MENTH B/12,1,1,"1,830",
2278395,TRIFED PLUS COMP B/20              ,231,27,"1,210",
3111154,VALDA PAST BOITE FER/60            ,47,0,"1,255",
8139453,VALDA PAST DIET S.SUCRE B/60,7,0,"1,530",
8198042,YENDOL SACH B/10                   ,4,0,"3,180",
8440201D,Z-COLD CPR B/80  (DETAIL),236,-8,250,
,,Nombre d'articles :,47,,
Code Géo :,FORTIFIANTS 1,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
3000064,A313 CAPS B/30,2,0,"3,170",
2031795,ACFOL 5MG CPR B/25                 ,104,11,"2,010",
8103679,ACIDE FOLIQUE 5MG CREAFOL COMP,1,2,"1,790",
8484517,ACIFER 100MG/1.5MG CPR B/30,2,0,"2,000",
8097677,ALFER SUSPENSION 200ML,4,1,"2,755",
1258651,ALVITYL CP EFF T/10,1,1,"3,470",
5168632,ALVITYL EFFERVESCENT CPR BT 2X15,1,1,"6,410",
4555344,ALVITYL PLUS CP B/40               ,4,1,"4,630",
4493471,ALVITYL SP FL/150ML                ,3,2,"4,900",
2261064,AMIFER SIROP F/200ML               ,84,7,"2,890",
2032004,ANTINOREX CPR 4MG B/30,5,2,"2,070",
2296134,APETIL PLUS F/100ML                ,12,3,"2,990",
1544031,APMALT 100MG/2ML S.INJ AMP B/5,1,0,"13,780",
1507161,APMALT SP F/100ML,49,4,"5,850",
8342102,APPETINE 2MG SP F/100ML,6,2,"1,660",
8305590,APPETINE VIT SP 100ML,2,2,"2,620",
1207521,APPITOR SP F/100ML,8,3,"2,200",
2481787,APPYLAND SP FL 200ML,35,11,"3,570",
3006316,ARGININE VEYRON SP FL/250ML        ,2,1,"5,260",
3006629,ARPHOS B12 AMP BUV 10ML/20         ,4,0,"4,840",
4677308,ARTHROSTOP PLUS CP B/30            ,7,2,"7,270",
2283083,ASTYMIN FORTE CAPS B/20            ,2,3,"3,170",
2283120,ASTYMIN SN INJ PERF F/200ML        ,13,1,"5,850",
2282988,ASTYMIN SP F/110ML                 ,4,1,"3,250",
8071896,BIBA SP FL/100ML,34,34,"2,480",
8043167,BIOFAR CALC+MAGN CP EFF B/25       ,16,2,"3,360",
4035685,BIOFAR CALCIUM D3 CP EFFV /20      ,2,3,"3,425",
8043210,BIOFAR CHROM ORGAN CP EFFV T/20    ,1,1,"3,930",
8043173,BIOFAR COMPLEX VIT B CP EFFV T/20  ,4,2,"3,620",
8031827,BIOFAR FER+AC FOLIQ CP EFFV        ,1,2,"3,400",
2294508,BIOFAR MAGNESIUM B6B2              ,11,1,"3,830",
8010185,BIOFAR MULTI 12 MINRX CP EFF B/20,10,2,"4,040",
8043144,BIOFAR MULTIVIT 12 CPEFFV T/20     ,7,4,"3,440",
8031804,BIOFAR MULTIVIT KID CP EFFV/20     ,3,2,"3,530",
2294514,BIOFAR POT+MAG CP EFF B/20,1,3,"3,360",
8031810,BIOFAR VIT ACE SE ZN CP EFFV/20    ,1,1,"4,190",
8031767,BIOFAR VIT C 500MG CP EFFV/20      ,3,3,"3,510",
2294537,BIOFAR VIT C1000 CP EFFV T/20      ,12,1,"3,610",
8043204,BIOFAR ZINC ORGANIQ CP T/20        ,1,2,"4,050",
2252160,BIOFER 12 SP F/200ML               ,13,2,"2,490",
1254651,BIO-RITMO AMP 10ML B/20,3,4,"4,590",
1211851,BIOTONE NF AMP BUV B/20            ,5,0,"3,770",
8154688,BONCARE PLUS CPR B/30,1,1,"9,805",
3016450,CA C 1000 COMP EFF T/10            ,466,115,"2,690",
2253403,CA C1000 ORANGE CP EFF/10,40,3,"2,690",
3016591,CALCIBRONAT COMP EFF B/20          ,9,3,"2,450",
2255106,CALCID DENK CP EFF B/20            ,6,0,"5,510",
1107961,CALGEN 500/250UI CP B/30,16,15,"3,450",
1474651,CALSOURCE 500MG CP EFF B/20  ,70,6,"2,810",
8386401,CAMVIT PLUS GEL B/30,1,1,"4,000",
1684561,CARBORIV GEL B/30,23,4,"2,760",
1684571,CARBORIV-S SIROP FL/200ML,35,8,"2,470",
1400111,CARTILAMINE + 500/400MG CP B/30,1,1,"5,540",
8123736,C-CAL GRAN EFF SACH B/10,187,6,"1,840",
9001082,CEVIT VIT C 100MG CPR B/10         ,2,6,"1,930",
1597451,CHERRY SIROP FL/200ML,9,0,"2,340",
8167320,CHOCOFER 50/0.5 SP F/200ML,1,0,"3,775",
8180148,CHONDROGEN CP B/20,3,1,"4,990",
8182845,CIPTADINE 4MG CP BT/30             ,1,2,"1,380",
1669211,CVITAM 1G/1G/327MG SACHET B/10,460,0,"1,785",
8105201,CYPON SIROP,1,2,"4,010",
1305471,DESARROL SIROP F/200ML,3,1,"3,930",
1244561,DESYREL S BUV F/200ML,13,3,"2,690",
1326891,DEXORICH SP 200ML,2,2,"2,070",
8169827,DYNAMOGEN AMP BUV B/20             ,32,21,"4,395",
1645131,EBURFERON SIROP 200ML,7,0,"2,000",
2286897,EFLAVYL 200UI GELULE B/50         ,4,2,"4,060",
2297346,ESCODYNE CPR EFFV B/10             ,68,7,"2,090",
8141786,EXIFOL SP F/200ML,1,1,"4,570",
1417051,FAMCAL 250MG/100UI CP B/30,11,3,"4,270",
8114631,FEDATE GEL B/30,26,4,"2,550",
8055147,FEDATE SP FL 200ML                 ,221,53,"3,030",
8142165,FEKEY 33MG SP FL/200ML,16,2,"2,550",
8182118,FEMIFER SP F/200ML,4,2,"3,500",
8147665,FENUGREC VZ SP F/150ML,14,2,"2,480",
8170776,FER PLUS 100MG/7ML SOL BUV SACH/7ML B/32,1,3,"6,680",
8170782,FER PLUS 71MG SOL F/250ML,4,0,"6,680",
1594531,FERACFOL 125MG/5ML SP FL/150ML,3,2,"2,070",
8105218,FERACID GEL B/36                   ,1,1,"1,940",
8123877,FERAMALT 100MG GEL B/20,15,3,"5,440",
2287603,FERAMALT SOL BUV F/100ML           ,209,9,"6,350",
1747631,FERAMORE SP FL/150ML,2,2,"3,440",
1525621,FERAT UNE 120MG SP FL/100ML,4,1,"3,150",
1354051,FERBOVIT SP F/225ML,25,6,"3,150",
2269580,FERCEFOL CPR B/30                  ,11,3,"1,750",
2269597,FERCEFOL SP F/150ML                ,76,11,"1,915",
8416705,FEREMI SP 200ML,5,1,"2,340",
1526341,FERFOLTONE SP F/200ML,2,0,"1,920",
1669231,FERFOR PLUS SP F/200ML,41,0,"2,980",
8492422,FERFOR SIROP FL/200ML,582,2,"1,555",
8170150,FEROGLOBIN B12 SP F/200ML,15,2,"7,080",
2290568,FEROX CAPS B/30,1,1,"3,570",
2291792,FEROX SP F/200ML                   ,4,1,"3,750",
1404441,FEROXYDE SP FL/100ML,9,2,"2,835",
1596241,FEROXYDE-B9 SIROP FL/150ML,2,0,"3,580",
8150880,FERPLEX 40MG ORALE F/15ML X10,44,3,"6,060",
8181219,FERREX FORTE SP F/200ML,13,2,"1,930",
2280624,FERRIC CIT AMM UBI SP F/200ML      ,8,0,"2,270",
1297031,FERROFIT PLUS SP F/200ML,84,3,"2,500",
1215771,FERROFIT SP F/200ML,"3,243",67,"1,300",
2255514,FERROMIX SP FL/120ML,2,1,"2,010",
1155591,FERTILO FORTE DENK CAPS B/60,1,1,"14,120",
8009615,FERVITAL SP F/100ML                ,1,0,"2,065",
1686341,FERVITI SP F/150ML,7,1,"1,680",
2277616,FEZOMIN-C GEL B/30                 ,3,1,"1,790",
8145117,FIFER 160MG/7.5/0.5 SIR F/200ML,17,2,"2,410",
8596908,FINANEMI 300MG/1MG CP B/30,1,2,"1,515",
8585307,FINANEMI SP F/200ML,16,2,"2,320",
2263063,FOLIFER CPR B/60                   ,1,0,"5,180",
2292811,FORTALINE SP F/100ML              ,15,0,"6,440",
1581021,FORTECAL 500MG CP B/30,2,2,"2,740",
2295011,FORTICOL SUSP AMP BUV 10ML B/20    ,32,0,"3,950",
3041809,FUMAFER COMP B/100                 ,14,3,"1,900",
2293236,FUMARATE AC FOL TM 0.2/100,96,9,"1,580",
8038290,FUMARATE FERREUX 200MG TM CPRB/100,20,0,"1,580",
1321641,GAMALATE B6 COMP B/20              ,3,2,"4,310",
1321651,GAMALATE B6 SOL BUV FL/80ML        ,1,4,"4,040",
2286029,GENES FER CPR EFFV B/12            ,1,1,"3,710",
2286006,GENES MULTI AD CP EFF B/10         ,10,1,"2,740",
2286035,GENES PLUS CPR EFFV BL B/12        ,13,2,"3,750",
2267635,GENES VIT MAGNESIUM CP B/10        ,1,2,"3,030",
8173906,GENFER 100MG/2ML AMP INJ B/5,13,0,"11,570",
8157818,GESTANE GROSSESSE CP B/30,1,1,"5,420",
7104754,GESTARELLE G CAPS B/30             ,1,1,"4,920",
1223651,GLUCART CP B/10,1,2,"1,700",
8148630,GYNOFER B12 GEL B/30,23,0,"2,895",
2268238,GYNOFER SP FL/200ML,12,2,"3,030",
2269918,HAEM UP GEMS B/30                  ,2,2,"1,300",
2264542,HAEM UP SP F/200ML                 ,20,2,"3,270",
1350711,HB PLUS 125MG/750 SP F/150ML,175,9,"4,500",
1456691,HB PLUS SOL INJ FL/5ML B/5,2,1,"10,030",
9033840,HEMAFER 100MG CP B/30,3,-5,"5,850",
8112721,HEMAFER 100MG CP EFF B/12,1,0,"4,545",
8146602,HEMAFER 50MG/5ML SP 125ML,163,0,"3,305",
8112744,HEMAFER IM SOLUTION AMP INJ /5,1,1,"16,530",
8124291,HEMOFER S BUV F/200ML,49,3,"2,000",
1669241,HEPTAVINE SIROP FL/200ML,3,0,"2,745",
2295123,HYDROSOL POLYVIT EUROLAB GTTE 30ML ,19,2,"1,160",
3380960,IDEOS CP B/30                      ,1,1,"4,750",
2256436,IMMU C SACH B/10                   ,42,2,"1,830",
1322231,IMMUNIT CP B/30,2,1,"5,190",
1212991,INDOFER GEL B/30,30,4,"2,615",
1213001,INDOFER SP F/200ML ,416,45,"2,620",
2268729,IREX 12 GEL B/30                   ,1,0,"2,050",
2269189,IREX 12 SP F/200ML                 ,6,3,"2,290",
1563291,JEVITON CAPS MOLLE B/30,2,0,"2,100",
1213631,JUVAMINE 4G TONIFIANT AMP B/10,2,1,"6,090",
8171847,JUVAMINE APPETIT ET TONUS 200ML,3,2,"4,630",
2283634,JUVAMINE FIZZ GOLD CP EFF          ,3,2,"5,380",
2252289,JUVAMINE FIZZ MG+VIT B6B2 EFF B/30 ,3,3,"3,550",
2289370,JUVAMINE FIZZ TAURINE GINSENG CP EFF 30,3,2,"4,860",
2274836,JUVAMINE FIZZ VIT C+CA EFF B/30    ,3,1,"3,540",
2252272,JUVAMINE GINS TONUS AMP BUV B/10   ,4,1,"5,610",
8158433,JUVAMINE INTELLEC MEM GEL B/45,2,1,"6,170",
2252243,JUVAMINE VIT C 1000 CPR EFFV B/30  ,10,0,"3,500",
2252266,JUVAMINE VIT C 500 CPR CROQ B/30   ,2,2,"3,410",
3057271,LAROSCORBINE 1G COMP EFF B/10      ,53,5,"1,810",
3584846,LAROSCORBINE 500 COMP CROQ B/30,13,0,"3,210",
1269491,LYFER SP FL/200ML,4,0,"1,790",
2293733,MAG 2 100MG COMP B/60              ,8,2,"4,245",
2297033,MAG 2 AMP BUV 10ML B/30            ,205,30,"5,000",
2856018,MAG UP 24H CP B/15,19,2,"3,060",
8483541,MAGNAVIT CAPS B/30,9,1,"1,407",
3125009,MAGNE B6 DRAG B/50                 ,3,2,"3,195",
8158829,MAGNECARE CP B/50,17,1,"2,640",
8160424,MAGNES DIRECT DENK STIKB/30,3,2,"6,120",
8104153,MAGNESIUM MARIN FORT GEL B/15,2,0,"4,515",
2269309,MAGNORAL AMP BUV 10ML B/20         ,50,4,"3,470",
1597861,MALT CP B/30,3,0,"1,810",
1597851,MALT SIROP FL/120ML,65,4,"1,450",
1388851,MALTOFER SP FL/150ML,5,1,"2,620",
2264708,MAXIMAG AMP BUV B/30               ,38,0,"4,205",
8332411,MUMFER SP F/150ML                  ,6,1,"2,990",
8146789,NATECAL D COMP B/60,4,2,"5,240",
1299841,NEUHEPTAVIT SP F/200ML,4,2,"2,760",
2264068,NOVAFER 50MG/5ML SP FL/200ML       ,17,2,"3,150",
2289559,NURABOL 2MG SP F/125ML             ,14,2,"1,930",
2289571,NURABOL 4MG SP FL/125ML,18,3,"2,760",
1334801,NURAVIT CP B/15,10,1,"2,920",
2286911,NURAVIT SP F/125ML                 ,145,31,"2,890",
8171623,NUTRIT SP F/200ML,4,0,"3,635",
8181998,OGESTAN CAPS B/30,2,2,"7,140",
3322916,OROCAL D3 CP A SUCER 200UI B/60          ,1,0,"6,975",
2292314,OROFER GEL B/40                    ,6,1,"1,570",
2292320,OROFER SP FL/150ML                 ,132,17,"1,820",
8158775,OSTEOCARE CP /30,6,0,"6,990",
8157706,OSTEOCARE SP F/200ML,2,0,"6,990",
8158143,OSTEOSYL D3 CP B/30,3,0,"6,000",
2283924,PERVITAL SP F/125ML,2,0,"2,190",
2256152,PIDOMAG SOL BUV F/250ML,1,1,"4,080",
9001277,POLIFER SP F/250ML,28,1,"2,730",
8415887,POLYVIT ADEC FL 15ML,2,1,"1,120",
8382426,POLYVIT SP FL/100ML,1,1,"1,790",
2031476,POTENCIATOR AMP BUV 10ML B/20      ,2,1,"5,440",
2029427,RANFERON 12 CAPSULE B/30           ,17,0,"2,990",
2290858,RANFERON PLUS GEL B/30,7,2,"2,890",
2018613,RANFERON SP F/200ML                ,80,9,"3,530",
8156960,RBC 125MG/5ML SP F/120ML,1,2,"5,770",
8156977,RBC F/100MG/0.35 CP B/30,2,2,"1,920",
8192619,REVITAL GELULE BT/30               ,1,2,"5,100",
3357317,REVITALOSE BUV AMP 5ML B/20        ,14,2,"6,240",
1441961,REVMATOL CP B/30,1,0,"12,725",
8124115,RICHFER 200MG FL/200ML,21,8,"3,445",
8179518,RICHFER GEL B/30,3,5,"2,760",
3092356,ROCMALINE AMP BUV 10ML B/20        ,2,0,"4,990",
8163718,ROIVIT GINSENG PLUS CP EFF B/20,1,2,"2,920",
8163724,ROIVIT VIT C 1000MG CPR EFFV B/20,3,0,"2,480",
8163730,ROIVIT VIT C+CALC CP EFF B/20,5,0,"2,495",
8163701,ROIVIT VITC+FER CPR EFF B/20,1,2,"2,480",
8413718,SECUVIT SP 200ML,2,0,"3,100",
1087961,SITRUS SR CP B/30,2,1,"3,445",
1352471,SOLFER FORTE GEL B/30,1,1,"2,410",
1426791,SOLFER LITE 50MG/350 FL/200ML,1,1,"2,670",
8154725,SOLFER SP 200ML,1,2,"2,845",
8179292,SPECIAL KID NUTRI+SRP FL/125ML,1,0,"5,300",
4090796,SPECIAL KID SOMMEIL SP F/125ML,1,1,"5,300",
2276982,S'SPIRULINE 400MG GELULE B/40        ,5,2,"3,960",
1577041,STIMOL 1G SACH B/18                ,1,2,"5,370",
2289743,STIMOL AMP BUV 10ML B/18           ,3,3,"5,500",
3482330,SUPRADYNE COMP EFFER B/10          ,37,0,"3,445",
1534491,TARDYFERON 20MG/ML ENF/AD 90ML,1,1,"5,370",
1506131,TARDYFERON 80MG CP B/30            ,7,2,"2,910",
8178387,TARDYFERON B9 COMP B/30            ,4,2,"3,090",
8394820,T-FER SP F/200ML                   ,110,7,"2,080",
3264550,TOCO 500 30 CAPS,10,3,"3,240",
9002443,TONIFER SIROP FL 200ML,14,2,"1,930",
3107313,TOTHEMA AMP BUV 10ML B/20          ,33,3,"5,590",
2006260,TRES ORIX FORTE CAPS               ,5,2,"3,530",
2009488,TRES ORIX FORTE SIROP F/250ML      ,31,4,"4,520",
2009873,TRES ORIX FORTE SP FL/100ML        ,106,4,"2,380",
1268321,TRIMETABOL SP FL/150ML             ,4,2,"3,400",
9020642,TROFOCARD MAX GRAN SACH B/12,27,2,"4,960",
2007880,UPSA C 1G COMP EFF B/10            ,199,73,"1,220",
3322218,UVEDOSE 1M  AMP BUV F/2ML,2,1,"1,350",
3110870,UVESTEROL VIT ADEC GTTE /10ML      ,19,2,"1,900",
3289679,UVIMAG B6 AMP BUV 10ML B/20        ,2,0,"4,880",
1481951,VIFERON B SOL BUV F/200ML,1,2,"2,345",
8147116,VIK VIT C 1000MG CP B/20,31,2,"2,090",
2034598,VITA C 1000 LAPR CPR EFFEV B/10         ,161,1,"1,050",
1345011,VITA CAC SUSP ORALE B10,824,0,"1,570",
2253828,VITAFER CAPS 45MG B/30             ,1,1,"2,730",
8401738,VITAFER SP F/200ML                 ,45,3,"3,580",
8218052,VITAMINE E FORTE MEPACO GEL B/20,1,2,"3,155",
1270231,VITAPLEX SP F/200ML,83,2,"2,400",
3354158,VITASCORBOL 500MG SS CP T/12       ,8,0,"1,305",
3354164,VITASCORBOL TAMP 500 COMP/2X12     ,2,0,"2,620",
2038685,VITAVIT SP FL/100ML                ,12,2,"2,440",
8524323,VITFOR GEL B/30,1,0,"2,315",
8524346,VITFOR SP F/200ML,8,0,"2,725",
8181343,VIVAGEST CAPS B/30,29,0,"8,190",
4577644,X FERON SP F/200ML,47,2,"1,165",
1562161,ZEMFER 60MG/1MG SP F/200ML,1,2,"2,760",
1226571,ZENCOFER 50/5MG SP F/200ML,41,2,"3,000",
1513911,ZENCOFER GEL B/30,12,2,"2,500",
,,Nombre d'articles :,254,,
Code Géo :,FRIGO,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
3480638,COSOPT COLLYRE 5ML,1,0,"15,150",
3200509,DIPROSTENE SUSP INJ SER B/1        ,15,13,"4,520",
3757494,DUOTRAV 40MG+5MG/ML COLLY          ,5,1,"20,430",
3034867,EDUCTYL 2G ENFANT SUPPO BT 12      ,3,5,"2,135",
3034844,EDUCTYL 4G AD SUPP.B/12            ,14,2,"2,140",
8103828,HARMONIA SUSP INJ 150MG 1ML,89,0,"1,130",
8131747,INOSERP PAN AFRICA 10MLSERUM/1,19,2,"59,650",
2264602,INSU ACTRAPID HM 100UI FL/10ML,3,2,"7,580",
2264625,INSU MIXTARD 30 HM 100UI FL10ML,47,5,"7,580",
8124836,IOPROST COLLYRE F/5ML,1,2,"10,330",
8073725,LACOMA COLL F/2.5ML,5,2,"10,330",
8073754,LACOMA T CY 2.5ML,2,2,"11,715",
3772298D,LANTUS 100UI SOLOST STYL 3ML*5  (DETAIL),16,2,"10,200",
8142099,LATANO COLL 0.005 F/2.5ML,3,3,"10,530",
3646866,LOVENOX 4000UI INJ F/2        ,3,1,"8,680",
8161027,MECLON 500MG/100MG OVULE B/10,2,2,"4,820",
3066962,METHERGIN AMP INJ 1ML B/3          ,4,0,"1,505",
2673826,MONOPROST 50MCG CY DOSE B/30,5,5,"11,820",
8456596,NEUTROMAX 300MCG SER PREP/1ML B/1,3,0,"38,680",
3567664D,NOVOMIX 30 FLEXPEN 100U 5 (F) (DETAIL),10,0,"9,000",
1211861,OXYTROY 5UI/ML INJ B/3,57,17,"1,170",
2477240,PHARMACINON 5UI/ML INJ B/10,2,0,"3,550",
2477240D,PHARMACINON 5UI/ML INJ B/10  (DETAIL),17,0,400,
8482004,PHARMACINON 5UI/ML INJ B/3,3,0,"1,185",
8107430,RHOCLONE 300MCG PDRE INJ 2ML,5,3,"55,670",
8094561,SERUM ANTI TETANIQUE 1500UI B/1    ,25,5,"4,960",
3102801,SYNERGON AMP INJ 1ML B/3           ,2,1,"2,070",
1251321,TEST DE GROSESSE BABYCHECK STYLO,36,39,"1,000",
1130791,TEST GROSSESS GOLDEN TIME STYLO/1,198,0,"1,000",
4832418,TEST GROSSESSE SURETEST/1,20,0,"1,150",
8271951,TEST GROSSESSE UBI BANDELETTES B/20,5,0,"5,885",
8271951D,TEST GROSSESSE UBI BANDELETTES B/20  (DETAIL),40,4,500,
3584763,"TRAVATAN COLLYRE FL/2,5ML          ",12,2,"10,360",
3003805,VIT K1 10MG INJ/BUV AMP B/5       ,1,0,"6,380",
3576025,"XALACOM COLLY SOL FL/2,5ML         ",2,0,"20,660",
,,Nombre d'articles :,35,,
Code Géo :,HYGIENE BUCCALES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
1513931,ADNA BAIN BCHE ACTIF MENTE F/250ML,2,0,"2,100",
8155699D,BROSS DENT ORAL B 123 B/12  (DETAIL),15,0,700,
8598451,BROSSE A DENT FLUOKIDS P/1,3,0,640,
2474785,DIGEST HALEINE CPR BT/14,1,1,"5,885",
6043682,ELGYDIUM ANTIPLAQUE T/75ML,3,0,"3,940",
7241474,ELGYDIUM BLANCHEUR DENT 75ML       ,5,2,"4,800",
6554768,ELGYDIUM BROSSE DENT STANDARD DURE,7,2,"2,880",
6554745,ELGYDIUM BROSSE DENT STANDARD MEDIUM,2,4,"2,800",
6554751,ELGYDIUM BROSSE DENT STANDARD SOUPLE ,3,0,"2,815",
1557811,ELGYDIUM DENTS SENS T/75ML       ,2,1,"3,940",
1251231,ELGYDIUM PROT CARIES 75ML AFR     ,2,1,"3,960",
8179524,EMAIL DIAM BLAN ABS 75ML,1,0,"3,660",
1244691,FLUOCARIL BIF145 BLANC 75ML      ,3,1,"3,350",
3627395,FLUOCARIL BIFLUO 250 MENT 75MLX2,2,1,"6,120",
3500849,FLUOCARIL BIFLUO 250 MENT F/75ML     ,14,2,"3,400",
2275422,FLUOKID DENTIF 2-6ANS T/50ML       ,13,1,"1,290",
8180042,FLUORYL BLANCHEUR DENTIF 75ML,10,2,"1,330",
2271387,FLUORYL BROSS DENT MEDIUM          ,3,1,"1,710",
2271393,FLUORYL BROSS DENT SOUPLE          ,2,0,"1,655",
2271424,FLUORYL DENTIFRICE T/125ML         ,20,2,"1,990",
8152117,FLUORYL DENTIFRICE T/75ML          ,14,1,"1,370",
8139051,FLUORYL PATE DENT 30ML,13,3,630,
8560715,FOREVER BRIGHT A L'ALOE PATE DENT 130G,5,27,"5,000",
8476707,GUMFORTE DENTIFRICE T/100G,1,2,"1,630",
428495,LISTERINE BAIN BCHE PROTECT 250ML  ,1,0,"2,320",
8179323,LISTERINE BAIN DE BOUCHE ZERO 250ML,2,0,"2,320",
1614261,LONGRICH PATE D THE BLANC 200G,10,3,"4,400",
1242771,ORAL B EXTRA FRESH DENT T/90G,7,1,970,
8141734,ORAL B EXTRA FRESH GEL T/130G,9,0,"1,440",
6005300,PARODONTAX BLANCHEUR 75ML,2,1,"5,250",
8393878,PIERROT BROSS DENT SENSIBLE/1,4,0,"1,470",
8557133,PIERROT PATE DENT PIWY FRAISE T/75,6,0,"1,275",
8394429,PIERROT PATE DENTIF ALOE T/75ML,1,2,"1,650",
8394470,PIERROT PATE DENTIF DENT SENSIBLE T/75,3,2,"1,590",
9000220,SENSODYNE BAIN BOUCHE F/500ML,5,1,"3,380",
9696925,SENSODYNE DENT RAPIDE T/75ML       ,1,1,"2,400",
4119169,SENSODYNE MULTI PROTEC DENT T/75ML,3,2,"2,290",
9000154,SENSODYNE R&P BLANCHEUR 75ML,2,2,"2,690",
8163664,SENSODYNE REPAR PROTEG T75ML,1,2,"2,710",
6302639,SENSODYNE SOIN BLANCHEUR 75ML       ,3,0,"1,820",
8348903,SENSODYNE SOIN COMPLET 75ML      ,23,2,"1,680",
,,Nombre d'articles :,41,,
Code Géo :,MEDICAMENTS ORDINAIRES,,,,
Code,Désignation,Qté vendue,Stock,Prix de vente,
3352892,ABUFENE 400MG COMP B/30            ,1,0,"3,805",
1523411,ACIBAN SIROP F/200ML,21,3,"1,800",
3348838,AGYRAX 25MG,16,4,"4,620",
8130937,ALMAX 1G SP F/225ML,7,4,"2,070",
8130920,ALMAX FORTE 1.5MG G SUSP BUV SACHET B/30,102,23,"4,440",
8108174,ANTICID PLUS SP FL/200ML,1,2,"1,810",
8335303,ASCORIL CPR B/20                   ,1,1,"2,150",
3352917,ATEPADENE 30MG GELU B/30           ,1,1,"5,250",
8175673,BABY CARE F/150ML,10,2,"2,150",
2035422,BECIDOUZE CP B/20                  ,1,1,"3,390",
3229708,BEDELIX SACHETS B/30               ,5,2,"4,425",
